source_file,sample_index,brake_temp,oil_pressure,engine_temp,tire_pressure,brake_fluid_level,mileage,failure_occurred,failure_type,obd_coolant_temp,obd_intake_pressure,obd_avg_speed
2017-07-13_Seat_Leon_RT_KA_Stau_Messfehler.csv,5,109.7,20.9,90.0,20.4,64.4,11153,1,brake,90.0,152.5,122.7
2017-07-13_Seat_Leon_RT_KA_Stau_Messfehler.csv,6,71.2,40.4,90.0,30.7,88.0,17265,0,none,90.0,103.7,0.9
2017-07-13_Seat_Leon_RT_KA_Stau_Messfehler.csv,7,108.1,24.3,90.0,23.4,48.8,55722,1,brake,90.0,104.1,2.3
2017-07-13_Seat_Leon_RT_KA_Stau_Messfehler.csv,8,96.4,29.6,90.0,26.5,79.0,53775,0,none,90.0,126.4,105.2
2017-07-13_Seat_Leon_RT_KA_Stau_Messfehler.csv,9,71.8,52.1,91.0,32.4,96.3,77368,0,none,91.0,198.2,126.1
2017-07-13_Seat_Leon_RT_KA_Stau_Messfehler.csv,10,76.3,42.9,90.0,30.6,98.8,18175,0,none,90.0,103.2,0.1
2017-07-13_Seat_Leon_RT_KA_Stau_Messfehler.csv,11,72.4,44.6,89.0,33.9,93.7,42633,0,none,89.0,104.6,7.2
2017-07-13_Seat_Leon_RT_KA_Stau_Messfehler.csv,12,83.9,17.9,80.0,22.4,55.8,48593,1,brake,59.8,147.1,44.4
2017-07-13_Seat_Leon_RT_KA_Stau_Messfehler.csv,13,110.6,15.2,90.6,22.3,62.1,71424,1,fluid,90.6,145.7,75.4
2017-07-13_Seat_Leon_RT_KA_Stau_Messfehler.csv,14,106.8,19.3,90.0,23.6,64.1,53471,1,fluid,90.0,156.7,125.7
2017-07-14_Seat_Leon_KA_KA_Frei.csv,0,60.1,32.9,80.0,26.5,81.3,65982,0,none,46.0,103.1,22.6
2017-07-14_Seat_Leon_KA_KA_Frei.csv,1,60.0,20.7,80.0,21.4,55.3,78433,1,fluid,31.0,96.0,21.1
2017-07-14_Seat_Leon_KA_KA_Frei.csv,2,60.0,30.9,80.0,28.7,82.7,64765,0,none,28.7,101.1,22.3
2017-07-14_Seat_Leon_KA_KA_Frei.csv,3,60.0,53.9,80.0,32.9,93.4,15148,0,none,58.2,129.4,91.2
2017-07-14_Seat_Leon_KA_KA_Frei.csv,4,60.0,46.2,80.0,30.4,98.4,38286,0,none,42.0,103.2,15.2
2017-07-14_Seat_Leon_KA_KA_Frei.csv,5,60.0,40.6,80.0,31.3,89.7,53212,0,none,22.4,100.2,1.4
2017-07-14_Seat_Leon_KA_KA_Frei.csv,6,83.3,32.3,80.0,28.3,70.3,53251,1,fluid,77.0,114.0,57.2
2017-07-14_Seat_Leon_KA_KA_Frei.csv,7,60.0,46.6,80.0,31.6,89.3,85169,0,none,45.9,103.3,24.3
2017-07-14_Seat_Leon_KA_KA_Frei.csv,8,60.0,45.3,80.0,31.4,98.2,23482,0,none,61.2,128.7,61.8
2017-07-14_Seat_Leon_KA_KA_Frei.csv,9,60.0,44.6,80.0,32.3,86.5,11735,0,none,34.0,105.7,33.7
2017-07-14_Seat_Leon_KA_KA_Frei.csv,10,60.0,19.1,80.0,23.5,60.3,76040,1,engine,23.0,99.8,0.1
2017-07-14_Seat_Leon_KA_KA_Frei.csv,11,60.0,48.4,80.0,31.2,91.2,48897,0,none,64.4,192.6,85.1
2017-07-14_Seat_Leon_KA_KA_Frei.csv,12,60.0,44.6,80.0,32.4,95.3,20045,0,none,75.0,115.8,58.1
2017-07-14_Seat_Leon_KA_KA_Frei.csv,13,60.0,38.0,80.0,30.9,95.4,29280,0,none,42.0,100.9,3.2
2017-07-14_Seat_Leon_KA_KA_Frei.csv,14,60.0,28.5,80.0,29.0,70.4,49482,0,none,23.7,102.0,6.6
2017-07-14_Seat_Leon_KA_RT_Normal.csv,0,103.2,34.1,90.2,26.7,81.0,86269,0,none,90.2,135.7,124.6
2017-07-14_Seat_Leon_KA_RT_Normal.csv,1,80.2,51.2,90.3,33.6,98.0,49179,0,none,90.3,128.6,74.8
2017-07-14_Seat_Leon_KA_RT_Normal.csv,2,74.6,41.3,90.9,30.0,86.3,26455,0,none,90.9,173.1,97.3
2017-07-14_Seat_Leon_KA_RT_Normal.csv,3,73.9,43.7,90.7,30.2,97.5,57077,0,none,90.7,139.6,65.3
2017-07-14_Seat_Leon_KA_RT_Normal.csv,4,74.6,50.0,91.0,33.0,91.7,86894,0,none,91.0,162.5,125.1
2017-07-14_Seat_Leon_KA_RT_Normal.csv,5,60.0,52.5,80.0,33.9,92.5,54021,0,none,66.0,114.3,8.8
2017-07-14_Seat_Leon_KA_RT_Normal.csv,6,101.1,28.1,91.0,26.0,80.7,58473,1,tire,91.0,158.3,123.7
2017-07-14_Seat_Leon_KA_RT_Normal.csv,7,80.3,41.6,92.0,30.3,87.9,59256,0,none,92.0,205.9,120.6
2017-07-14_Seat_Leon_KA_RT_Normal.csv,8,108.0,30.4,93.0,26.5,81.9,11667,1,tire,93.0,145.0,70.1
2017-07-14_Seat_Leon_KA_RT_Normal.csv,9,80.4,45.1,91.0,33.8,90.4,80118,0,none,91.0,102.5,3.4
2017-07-14_Seat_Leon_KA_RT_Normal.csv,10,75.0,41.8,91.0,32.6,93.4,78437,0,none,91.0,210.0,105.3
2017-07-14_Seat_Leon_KA_RT_Normal.csv,11,98.1,34.6,91.0,26.1,71.7,85580,1,fluid,91.0,146.3,84.6
2017-07-14_Seat_Leon_KA_RT_Normal.csv,12,104.6,34.7,91.0,26.6,82.1,10542,0,none,91.0,108.1,8.6
2017-07-14_Seat_Leon_KA_RT_Normal.csv,13,116.7,20.9,92.0,20.3,60.4,36803,1,fluid,92.0,210.2,118.9
2017-07-14_Seat_Leon_KA_RT_Normal.csv,14,71.8,39.8,90.0,31.3,91.7,61934,0,none,90.0,123.4,125.0
2017-07-24_Seat_Leon_RT_KA_Normal.csv,0,99.4,32.1,90.0,26.9,82.3,46147,1,brake,90.0,111.9,84.4
2017-07-24_Seat_Leon_RT_KA_Normal.csv,1,74.0,23.0,80.0,20.2,62.0,39009,1,fluid,56.4,132.4,47.0
2017-07-24_Seat_Leon_RT_KA_Normal.csv,2,96.7,34.6,91.0,27.9,78.2,21507,0,none,91.0,121.6,67.0
2017-07-24_Seat_Leon_RT_KA_Normal.csv,3,73.1,51.6,90.4,31.7,90.1,77488,0,none,90.4,180.3,172.1
2017-07-24_Seat_Leon_RT_KA_Normal.csv,4,99.5,28.0,90.0,28.0,73.7,76997,1,fluid,90.0,101.1,8.0
2017-07-24_Seat_Leon_RT_KA_Normal.csv,5,64.9,45.2,80.0,33.7,96.8,54640,0,none,76.0,167.9,96.5
2017-07-24_Seat_Leon_RT_KA_Normal.csv,6,114.0,22.9,91.0,21.5,50.6,30948,1,fluid,91.0,152.8,102.9
2017-07-24_Seat_Leon_RT_KA_Normal.csv,7,115.6,24.4,91.0,21.0,56.6,38181,1,brake,91.0,162.9,174.9
2017-07-24_Seat_Leon_RT_KA_Normal.csv,8,76.8,49.1,91.0,32.5,98.3,82095,0,none,91.0,138.0,99.3
2017-07-24_Seat_Leon_RT_KA_Normal.csv,9,74.8,52.4,90.0,33.9,94.0,76032,0,none,90.0,116.1,91.0
2017-07-24_Seat_Leon_RT_KA_Normal.csv,10,76.4,49.8,91.0,33.7,96.4,44553,0,none,91.0,147.0,116.9
2017-07-24_Seat_Leon_RT_KA_Normal.csv,11,112.8,15.2,92.0,23.4,49.0,19809,1,fluid,92.0,180.0,125.0
2017-07-24_Seat_Leon_RT_KA_Normal.csv,12,106.1,16.9,90.0,23.0,55.4,58740,1,brake,90.0,130.9,124.0
2017-07-24_Seat_Leon_RT_KA_Normal.csv,13,113.7,18.4,90.0,20.8,50.5,70967,1,engine,90.0,126.9,130.8
2017-07-24_Seat_Leon_RT_KA_Normal.csv,14,112.8,16.7,89.1,22.4,62.6,34611,1,engine,89.1,113.2,84.6
2017-07-26_Seat_Leon_RT_S_Stau.csv,0,98.4,31.0,91.0,28.7,82.8,37541,1,fluid,91.0,104.5,21.2
2017-07-26_Seat_Leon_RT_S_Stau.csv,1,97.5,29.9,90.0,27.7,81.4,27383,1,brake,90.0,111.2,22.0
2017-07-26_Seat_Leon_RT_S_Stau.csv,2,105.0,34.1,91.0,28.7,84.0,42822,0,none,91.0,138.5,103.4
2017-07-26_Seat_Leon_RT_S_Stau.csv,3,73.8,52.5,90.0,31.2,99.3,54215,0,none,90.0,101.3,8.0
2017-07-26_Seat_Leon_RT_S_Stau.csv,4,60.0,31.9,80.0,26.6,71.0,41902,1,tire,46.8,142.0,39.8
2017-07-26_Seat_Leon_RT_S_Stau.csv,5,75.5,41.3,90.0,32.4,88.7,77645,0,none,90.0,100.6,11.1
2017-07-26_Seat_Leon_RT_S_Stau.csv,6,78.3,38.9,90.0,33.4,90.3,29710,0,none,90.0,103.4,14.5
2017-07-26_Seat_Leon_RT_S_Stau.csv,7,100.0,34.1,90.0,28.1,77.3,35114,1,tire,90.0,101.6,8.9
2017-07-26_Seat_Leon_RT_S_Stau.csv,8,60.0,32.8,80.0,28.4,75.7,12262,1,fluid,44.5,97.7,0.0
2017-07-26_Seat_Leon_RT_S_Stau.csv,9,102.8,35.0,93.6,27.4,74.7,43916,1,fluid,93.6,215.6,108.6
2017-07-26_Seat_Leon_RT_S_Stau.csv,10,74.3,41.3,90.0,33.7,93.8,10178,0,none,90.0,100.5,8.2
2017-07-26_Seat_Leon_RT_S_Stau.csv,11,96.2,30.6,90.0,27.4,76.8,70532,1,fluid,90.0,139.4,65.8
2017-07-26_Seat_Leon_RT_S_Stau.csv,12,102.4,28.1,90.0,26.3,84.1,75098,1,brake,90.0,106.3,21.5
2017-07-26_Seat_Leon_RT_S_Stau.csv,13,60.0,48.9,80.0,32.0,97.1,13290,0,none,44.1,98.7,3.4
2017-07-26_Seat_Leon_RT_S_Stau.csv,14,68.4,31.6,80.0,27.3,76.2,74574,1,tire,57.0,107.5,31.4
2017-07-26_Seat_Leon_S_KA_Normal.csv,0,87.5,44.2,101.0,31.2,86.9,53192,0,none,101.0,101.0,0.4
2017-07-26_Seat_Leon_S_KA_Normal.csv,1,107.1,24.1,91.0,23.9,59.1,23149,1,brake,91.0,113.3,25.4
2017-07-26_Seat_Leon_S_KA_Normal.csv,2,98.9,32.5,90.4,28.3,82.0,41790,0,none,90.4,141.2,114.0
2017-07-26_Seat_Leon_S_KA_Normal.csv,3,74.9,41.5,91.0,31.9,89.9,49431,0,none,91.0,123.0,109.8
2017-07-26_Seat_Leon_S_KA_Normal.csv,4,100.5,31.6,91.1,27.2,79.4,64047,0,none,91.1,137.0,102.9
2017-07-26_Seat_Leon_S_KA_Normal.csv,5,105.7,19.5,90.0,20.3,62.6,34780,1,brake,90.0,130.7,68.0
2017-07-26_Seat_Leon_S_KA_Normal.csv,6,101.7,33.0,91.7,26.5,83.6,62740,1,tire,91.7,155.0,104.8
2017-07-26_Seat_Leon_S_KA_Normal.csv,7,70.3,39.7,90.0,31.0,97.6,56715,0,none,90.0,128.8,85.9
2017-07-26_Seat_Leon_S_KA_Normal.csv,8,99.9,32.7,92.0,28.1,73.3,70673,0,none,92.0,118.1,86.0
2017-07-26_Seat_Leon_S_KA_Normal.csv,9,79.7,48.1,90.7,32.2,96.4,65813,0,none,90.7,160.5,122.2
2017-07-26_Seat_Leon_S_KA_Normal.csv,10,101.0,34.4,90.4,28.7,72.1,79603,0,none,90.4,129.0,118.3
2017-07-26_Seat_Leon_S_KA_Normal.csv,11,98.2,33.0,93.0,28.9,83.8,60428,1,brake,93.0,105.5,4.0
2017-07-26_Seat_Leon_S_KA_Normal.csv,12,72.3,47.9,90.0,32.1,95.8,16302,0,none,90.0,135.3,142.8
2017-07-26_Seat_Leon_S_KA_Normal.csv,13,79.8,48.7,90.0,31.9,85.1,84940,0,none,90.0,115.9,63.2
2017-07-26_Seat_Leon_S_KA_Normal.csv,14,80.2,52.3,92.0,32.7,98.3,19490,0,none,92.0,74.8,75.6
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,0,72.6,29.5,80.0,27.3,76.8,13178,0,none,59.0,98.0,0.0
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,1,69.1,33.8,80.0,26.5,81.2,45672,0,none,58.0,121.6,33.0
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,2,77.7,42.9,90.0,31.8,88.3,71553,0,none,90.0,109.1,18.9
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,3,77.7,20.5,80.0,24.2,53.9,56756,1,engine,55.0,102.0,5.0
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,4,76.4,46.0,90.2,33.8,93.2,34439,0,none,90.2,121.9,27.3
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,5,76.4,24.1,80.0,23.7,55.2,16730,1,engine,58.0,98.0,0.0
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,6,76.6,42.2,91.0,30.7,86.0,11476,0,none,91.0,107.2,23.2
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,7,60.0,39.8,80.0,30.9,93.0,35779,0,none,28.0,100.7,7.5
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,8,60.0,51.6,80.0,33.4,88.8,45953,0,none,58.0,102.5,6.2
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,9,64.9,31.5,80.0,28.1,80.3,85364,1,brake,54.9,96.6,0.0
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,10,77.7,42.2,91.0,30.5,99.9,51920,0,none,91.0,105.4,16.8
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,11,74.5,53.4,85.6,33.2,92.0,31917,0,none,85.6,133.7,85.4
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,12,67.0,29.3,80.0,26.6,77.5,64549,0,none,58.0,98.0,0.0
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,13,90.4,19.1,80.0,23.5,55.0,86153,1,engine,73.2,124.9,45.0
2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,14,107.3,16.1,90.6,20.1,51.2,59392,1,fluid,90.6,124.5,25.2
2017-07-27_Seat_Leon_KA_KA_Normal.csv,0,72.3,44.8,86.0,33.9,91.2,21541,0,none,86.0,98.9,0.0
2017-07-27_Seat_Leon_KA_KA_Normal.csv,1,60.0,40.9,80.0,33.0,91.4,57718,0,none,75.8,116.5,61.2
2017-07-27_Seat_Leon_KA_KA_Normal.csv,2,86.8,29.1,80.0,26.5,77.3,28136,0,none,78.8,121.6,52.3
2017-07-27_Seat_Leon_KA_KA_Normal.csv,3,80.9,54.8,93.3,30.2,90.9,68226,0,none,93.3,98.6,0.0
2017-07-27_Seat_Leon_KA_KA_Normal.csv,4,60.0,43.6,80.0,32.5,99.5,84689,0,none,40.6,104.3,50.8
2017-07-27_Seat_Leon_KA_KA_Normal.csv,5,97.1,30.9,88.0,27.5,72.2,81556,1,brake,88.0,103.5,6.9
2017-07-27_Seat_Leon_KA_KA_Normal.csv,6,60.0,23.8,80.0,20.9,59.6,39647,1,fluid,38.1,125.0,45.0
2017-07-27_Seat_Leon_KA_KA_Normal.csv,7,60.0,48.9,80.0,30.3,93.2,89636,0,none,57.0,113.7,76.1
2017-07-27_Seat_Leon_KA_KA_Normal.csv,8,60.0,15.5,80.0,23.5,53.4,16368,1,fluid,42.5,104.4,24.9
2017-07-27_Seat_Leon_KA_KA_Normal.csv,9,98.5,34.5,89.9,29.0,75.8,19193,1,brake,89.9,116.2,40.5
2017-07-27_Seat_Leon_KA_KA_Normal.csv,10,93.0,15.6,80.0,23.8,57.5,50362,1,engine,72.6,131.3,53.4
2017-07-27_Seat_Leon_KA_KA_Normal.csv,11,60.0,43.0,80.0,32.1,91.5,82359,0,none,41.0,104.4,51.0
2017-07-27_Seat_Leon_KA_KA_Normal.csv,12,112.4,22.0,91.0,21.3,45.3,82867,1,fluid,91.0,110.2,19.4
2017-07-27_Seat_Leon_KA_KA_Normal.csv,13,60.0,50.7,80.0,33.5,87.5,61167,0,none,50.4,157.8,53.1
2017-07-27_Seat_Leon_KA_KA_Normal.csv,14,80.9,43.1,93.0,31.7,87.1,22916,0,none,93.0,111.3,28.9
2017-07-28_Seat_Leon_KA_KA_Normal.csv,0,68.4,47.8,83.0,33.4,86.3,42869,0,none,83.0,98.9,0.0
2017-07-28_Seat_Leon_KA_KA_Normal.csv,1,63.5,44.1,82.0,32.3,93.5,53869,0,none,82.0,115.1,40.7
2017-07-28_Seat_Leon_KA_KA_Normal.csv,2,104.8,28.6,90.0,28.7,84.1,63592,1,fluid,90.0,105.5,0.8
2017-07-28_Seat_Leon_KA_KA_Normal.csv,3,72.8,49.3,91.0,32.7,91.2,47485,0,none,91.0,127.0,32.1
2017-07-28_Seat_Leon_KA_KA_Normal.csv,4,112.7,23.9,94.0,21.2,61.3,47569,1,engine,94.0,99.0,0.0
2017-07-28_Seat_Leon_KA_KA_Normal.csv,5,108.1,21.9,90.0,21.9,64.7,40339,1,engine,90.0,105.0,1.2
2017-07-28_Seat_Leon_KA_KA_Normal.csv,6,60.0,54.8,80.0,32.6,85.9,53842,0,none,34.5,106.5,38.3
2017-07-28_Seat_Leon_KA_KA_Normal.csv,7,80.5,48.7,91.0,31.5,97.7,66684,0,none,91.0,103.6,2.6
2017-07-28_Seat_Leon_KA_KA_Normal.csv,8,102.2,33.6,91.0,27.5,76.3,76169,0,none,91.0,104.0,3.6
2017-07-28_Seat_Leon_KA_KA_Normal.csv,9,70.8,53.9,90.0,30.2,86.4,37333,0,none,90.0,111.6,15.1
2017-07-28_Seat_Leon_KA_KA_Normal.csv,10,103.9,29.0,91.0,29.0,73.0,39914,1,tire,91.0,92.0,0.0
2017-07-28_Seat_Leon_KA_KA_Normal.csv,11,105.8,33.7,91.0,26.6,79.2,60976,0,none,91.0,115.3,38.5
2017-07-28_Seat_Leon_KA_KA_Normal.csv,12,69.5,23.1,80.0,22.6,46.3,44562,1,engine,48.0,142.3,61.3
2017-07-28_Seat_Leon_KA_KA_Normal.csv,13,73.9,41.0,90.5,32.1,92.0,35489,0,none,90.5,106.2,38.1
2017-07-28_Seat_Leon_KA_KA_Normal.csv,14,76.3,41.8,90.0,31.1,94.5,39988,0,none,90.0,105.1,1.0
2017-07-28_Seat_Leon_KA_RT_Stau.csv,0,96.4,32.5,90.0,27.8,77.6,30654,1,brake,90.0,123.7,107.9
2017-07-28_Seat_Leon_KA_RT_Stau.csv,1,112.4,22.8,93.0,20.4,57.3,87198,1,brake,93.0,110.4,24.1
2017-07-28_Seat_Leon_KA_RT_Stau.csv,2,114.7,20.1,90.0,21.1,65.0,64603,1,brake,90.0,110.0,96.0
2017-07-28_Seat_Leon_KA_RT_Stau.csv,3,107.1,16.5,90.4,24.2,49.8,29068,1,fluid,90.4,144.4,125.0
2017-07-28_Seat_Leon_KA_RT_Stau.csv,4,113.7,22.6,90.2,22.7,54.6,22383,1,engine,90.2,125.8,127.0
2017-07-28_Seat_Leon_KA_RT_Stau.csv,5,76.3,41.0,91.0,34.0,87.5,21243,0,none,91.0,107.8,65.3
2017-07-28_Seat_Leon_KA_RT_Stau.csv,6,118.8,16.0,95.0,23.2,64.3,60561,1,engine,95.0,106.3,22.7
2017-07-28_Seat_Leon_KA_RT_Stau.csv,7,102.6,33.4,90.6,26.2,79.2,77128,1,fluid,90.6,83.8,3.7
2017-07-28_Seat_Leon_KA_RT_Stau.csv,8,118.1,15.2,99.0,21.5,59.1,72263,1,fluid,99.0,106.4,18.0
2017-07-28_Seat_Leon_KA_RT_Stau.csv,9,108.9,28.2,101.0,28.0,76.0,32925,1,fluid,101.0,102.0,11.8
2017-07-28_Seat_Leon_KA_RT_Stau.csv,10,106.3,33.7,94.0,28.1,74.9,48703,0,none,94.0,110.3,31.8
2017-07-28_Seat_Leon_KA_RT_Stau.csv,11,77.8,45.0,91.0,33.5,88.8,67462,0,none,91.0,116.9,83.5
2017-07-28_Seat_Leon_KA_RT_Stau.csv,12,96.0,32.7,90.0,27.2,74.7,22053,0,none,90.0,132.2,119.8
2017-07-28_Seat_Leon_KA_RT_Stau.csv,13,73.4,40.1,91.0,30.9,89.7,63786,0,none,91.0,191.6,127.1
2017-07-28_Seat_Leon_KA_RT_Stau.csv,14,113.1,15.5,94.0,21.7,49.3,18236,1,engine,94.0,96.0,0.0
2017-07-31_Seat_Leon_KA_KA_Frei.csv,0,60.0,54.9,80.0,32.8,87.1,77788,0,none,50.6,106.8,19.1
2017-07-31_Seat_Leon_KA_KA_Frei.csv,1,106.5,23.7,91.0,22.0,58.3,68831,1,fluid,91.0,142.5,34.2
2017-07-31_Seat_Leon_KA_KA_Frei.csv,2,76.9,34.9,80.0,27.2,82.5,54531,0,none,62.2,116.1,44.6
2017-07-31_Seat_Leon_KA_KA_Frei.csv,3,81.0,52.4,92.0,30.3,91.1,50375,0,none,92.0,112.6,10.8
2017-07-31_Seat_Leon_KA_KA_Frei.csv,4,96.7,32.6,84.8,27.1,70.6,12556,1,brake,84.8,144.0,76.5
2017-07-31_Seat_Leon_KA_KA_Frei.csv,5,79.2,47.8,91.6,33.4,95.5,43135,0,none,91.6,124.8,56.0
2017-07-31_Seat_Leon_KA_KA_Frei.csv,6,60.0,40.4,80.0,32.6,92.7,60600,0,none,51.8,105.7,25.8
2017-07-31_Seat_Leon_KA_KA_Frei.csv,7,60.0,50.4,80.0,31.7,85.4,31969,0,none,69.7,133.2,57.0
2017-07-31_Seat_Leon_KA_KA_Frei.csv,8,107.3,18.8,90.8,22.3,49.3,13160,1,fluid,90.8,137.9,48.5
2017-07-31_Seat_Leon_KA_KA_Frei.csv,9,112.2,20.7,91.0,23.7,54.5,57283,1,engine,91.0,128.7,39.4
2017-07-31_Seat_Leon_KA_KA_Frei.csv,10,60.0,28.1,80.0,28.9,78.0,20768,1,fluid,53.0,101.1,0.0
2017-07-31_Seat_Leon_KA_KA_Frei.csv,11,60.0,41.8,80.0,33.5,92.2,58128,0,none,62.5,117.0,44.6
2017-07-31_Seat_Leon_KA_KA_Frei.csv,12,60.0,33.8,80.0,29.0,72.9,81208,0,none,49.0,100.0,0.0
2017-07-31_Seat_Leon_KA_KA_Frei.csv,13,77.1,40.4,94.0,30.8,99.8,54629,0,none,94.0,101.0,1.0
2017-07-31_Seat_Leon_KA_KA_Frei.csv,14,76.1,31.4,80.0,28.3,71.2,56640,1,fluid,61.9,108.2,46.1
2017-07-31_Seat_Leon_RT_KA_Normal.csv,0,97.1,29.1,90.9,28.3,77.7,52957,1,brake,90.9,122.7,23.8
2017-07-31_Seat_Leon_RT_KA_Normal.csv,1,74.2,54.5,90.6,30.5,98.4,46230,0,none,90.6,103.0,0.0
2017-07-31_Seat_Leon_RT_KA_Normal.csv,2,76.5,53.6,90.0,31.7,88.4,19629,0,none,90.0,125.5,129.8
2017-07-31_Seat_Leon_RT_KA_Normal.csv,3,100.1,33.7,90.0,27.1,74.7,28482,1,brake,90.0,121.0,67.1
2017-07-31_Seat_Leon_RT_KA_Normal.csv,4,60.0,39.9,80.0,32.7,95.2,45791,0,none,61.0,96.0,0.0
2017-07-31_Seat_Leon_RT_KA_Normal.csv,5,78.5,42.6,90.0,31.8,88.9,15405,0,none,90.0,104.6,80.8
2017-07-31_Seat_Leon_RT_KA_Normal.csv,6,77.1,51.5,90.7,33.2,87.8,89502,0,none,90.7,102.0,35.0
2017-07-31_Seat_Leon_RT_KA_Normal.csv,7,75.5,45.5,91.0,33.2,98.5,14417,0,none,91.0,105.4,25.7
2017-07-31_Seat_Leon_RT_KA_Normal.csv,8,100.2,28.0,90.1,27.3,73.0,54562,1,fluid,90.1,206.5,98.8
2017-07-31_Seat_Leon_RT_KA_Normal.csv,9,76.3,42.5,91.0,31.5,87.6,54428,0,none,91.0,112.1,13.6
2017-07-31_Seat_Leon_RT_KA_Normal.csv,10,77.1,40.9,91.0,32.3,97.3,15381,0,none,91.0,174.0,118.8
2017-07-31_Seat_Leon_RT_KA_Normal.csv,11,101.6,29.7,90.0,28.7,71.8,37873,1,fluid,90.0,113.6,62.8
2017-07-31_Seat_Leon_RT_KA_Normal.csv,12,105.7,29.3,91.0,26.8,77.0,56601,0,none,91.0,107.9,26.4
2017-07-31_Seat_Leon_RT_KA_Normal.csv,13,77.6,46.3,90.0,33.1,86.5,82432,0,none,90.0,138.6,124.1
2017-07-31_Seat_Leon_RT_KA_Normal.csv,14,100.9,30.9,91.0,26.7,71.0,89008,1,fluid,91.0,106.2,16.6
2017-08-01_Seat_Leon_KA_KA_Frei.csv,0,79.1,41.6,90.0,31.8,92.0,21978,0,none,90.0,106.3,9.6
2017-08-01_Seat_Leon_KA_KA_Frei.csv,1,79.3,46.2,90.0,33.6,93.5,62821,0,none,90.0,109.0,15.7
2017-08-01_Seat_Leon_KA_KA_Frei.csv,2,89.6,15.2,80.0,25.0,49.4,81020,1,fluid,65.4,194.8,90.5
2017-08-01_Seat_Leon_KA_KA_Frei.csv,3,60.0,48.8,80.0,32.4,98.4,33155,0,none,44.8,108.1,32.5
2017-08-01_Seat_Leon_KA_KA_Frei.csv,4,102.5,32.3,91.0,28.7,73.1,45481,0,none,91.0,102.3,0.0
2017-08-01_Seat_Leon_KA_KA_Frei.csv,5,78.1,30.6,80.0,28.5,71.4,77467,0,none,63.8,113.3,54.8
2017-08-01_Seat_Leon_KA_KA_Frei.csv,6,68.6,16.4,80.0,20.3,54.5,68009,1,engine,50.0,148.2,46.7
2017-08-01_Seat_Leon_KA_KA_Frei.csv,7,103.5,32.2,93.2,26.6,70.9,24377,1,tire,93.2,99.0,0.0
2017-08-01_Seat_Leon_KA_KA_Frei.csv,8,60.0,32.7,80.0,27.2,73.5,16443,1,fluid,39.6,111.9,48.8
2017-08-01_Seat_Leon_KA_KA_Frei.csv,9,60.9,32.1,80.0,27.8,77.7,30970,0,none,54.8,114.4,45.7
2017-08-01_Seat_Leon_KA_KA_Frei.csv,10,65.7,39.3,80.0,33.1,89.5,69538,0,none,76.2,122.6,57.3
2017-08-01_Seat_Leon_KA_KA_Frei.csv,11,70.7,54.8,90.0,31.6,97.9,43055,0,none,90.0,110.8,15.0
2017-08-01_Seat_Leon_KA_KA_Frei.csv,12,60.0,49.6,80.0,30.5,96.9,63908,0,none,72.2,125.4,92.9
2017-08-01_Seat_Leon_KA_KA_Frei.csv,13,66.4,45.2,83.1,31.0,86.7,30094,0,none,83.1,118.7,50.0
2017-08-01_Seat_Leon_KA_KA_Frei.csv,14,100.5,32.1,93.2,28.0,84.7,25457,1,brake,93.2,108.8,38.3
2017-08-01_Seat_Leon_KA_RT_Normal.csv,0,77.5,54.1,90.2,33.1,91.2,70590,0,none,90.2,133.8,109.4
2017-08-01_Seat_Leon_KA_RT_Normal.csv,1,100.3,32.1,91.0,28.7,76.2,29546,0,none,91.0,108.4,30.1
2017-08-01_Seat_Leon_KA_RT_Normal.csv,2,72.2,40.4,90.5,31.6,86.1,68241,0,none,90.5,145.6,113.0
2017-08-01_Seat_Leon_KA_RT_Normal.csv,3,75.1,46.5,90.0,31.5,96.2,46697,0,none,90.0,115.2,86.0
2017-08-01_Seat_Leon_KA_RT_Normal.csv,4,60.0,54.6,80.0,33.0,94.8,24628,0,none,70.9,115.4,35.8
2017-08-01_Seat_Leon_KA_RT_Normal.csv,5,110.9,16.7,91.0,22.8,55.7,89057,1,engine,91.0,168.1,106.4
2017-08-01_Seat_Leon_KA_RT_Normal.csv,6,80.6,45.8,91.0,32.9,94.9,60027,0,none,91.0,103.4,10.5
2017-08-01_Seat_Leon_KA_RT_Normal.csv,7,102.8,28.5,91.0,28.3,77.9,77800,1,brake,91.0,171.9,147.2
2017-08-01_Seat_Leon_KA_RT_Normal.csv,8,115.0,22.1,91.0,20.6,63.0,76584,1,brake,91.0,102.6,2.4
