vehicle_age,mileage,days_since_last_service,oil_pressure,engine_temperature,tire_pressure,brake_fluid_level,brake_temperature,driving_pattern,days_until_failure,failure_probability,component_at_risk
2,11794,21,41.7,99.4,31.9,97.1,83.2,highway,52,23.1,none
1,60918,31,33.4,95.2,34.6,96.9,83.5,mixed,12,54.5,oil_system
4,20247,122,41.8,85.6,31.1,66.0,101.7,city,6,91.4,brakes
4,69585,153,41.5,87.3,32.9,87.3,82.7,highway,30,36.1,general_service
10,10789,218,41.2,91.2,31.4,97.4,85.8,highway,86,22.9,none
7,49676,305,52.6,85.2,23.6,99.6,80.6,city,4,84.2,tires
9,9841,347,29.2,94.0,31.7,97.0,81.4,highway,8,76.6,oil_system
6,29056,11,49.6,92.3,34.1,90.5,70.4,highway,112,13.6,none
1,25058,166,42.0,98.8,23.7,94.5,83.0,mixed,7,88.2,tires
8,54179,223,42.9,95.4,32.1,81.7,93.7,city,10,71.2,brakes
6,17061,131,44.0,87.1,22.7,96.0,79.2,highway,6,90.4,tires
4,44685,229,53.5,112.1,33.3,88.7,88.5,highway,2,88.7,engine
2,27457,109,46.3,96.8,34.1,86.5,74.1,highway,131,24.0,none
5,15055,8,49.5,91.5,30.5,78.7,96.9,highway,18,33.9,brakes
7,75343,66,50.0,101.7,31.0,92.1,76.1,highway,14,62.3,engine
5,29812,286,52.3,101.7,32.3,98.8,82.0,highway,24,39.0,engine
2,56963,41,42.0,94.7,32.9,63.8,81.3,mixed,12,55.9,brakes
2,37166,0,49.0,99.5,34.4,92.2,79.3,highway,117,22.9,none
3,32411,226,39.7,93.4,32.4,82.0,92.3,city,15,51.3,brakes
9,91285,120,47.1,94.2,33.0,88.8,74.6,city,14,55.0,general_service
5,98208,152,45.3,87.9,32.3,96.4,88.4,city,14,58.7,general_service
5,36162,94,40.8,90.2,22.1,96.3,76.8,city,1,96.5,tires
4,75635,280,53.8,90.3,30.4,98.5,83.4,city,23,35.3,general_service
3,9677,130,48.7,88.1,32.4,82.0,93.5,mixed,27,38.9,brakes
2,8574,171,42.6,90.0,30.1,96.8,79.9,city,117,21.4,none
3,21964,149,53.2,94.1,30.7,93.0,79.0,city,74,14.0,none
10,17393,284,26.7,89.6,34.9,96.4,80.0,mixed,3,91.7,oil_system
3,29245,226,54.9,88.3,32.7,98.2,85.2,highway,109,3.3,none
6,37775,208,53.5,90.1,31.4,90.8,84.0,city,44,2.5,none
1,65377,183,48.5,91.5,34.4,95.8,94.7,city,9,65.0,brakes
7,51822,134,54.9,98.6,31.3,88.8,95.9,city,9,52.0,brakes
5,45557,157,38.8,86.2,34.3,94.7,77.7,highway,74,15.9,none
3,38724,48,42.9,94.8,21.9,89.4,83.3,mixed,1,88.0,tires
10,41610,178,38.1,107.6,32.5,91.1,79.1,highway,7,81.6,engine
3,17785,11,44.6,92.9,21.4,96.4,89.8,mixed,4,83.1,tires
4,74315,8,42.4,87.9,35.0,92.5,82.8,city,30,45.9,general_service
3,97070,193,44.6,92.3,33.8,88.5,89.1,mixed,11,61.7,general_service
5,41758,231,46.7,103.2,31.5,89.3,81.4,city,27,39.9,engine
9,22959,200,53.0,99.4,28.4,94.4,82.7,city,20,47.7,tires
4,9099,221,50.4,109.7,33.8,95.7,76.3,highway,7,91.1,engine
9,29573,136,42.9,111.2,34.8,93.6,83.2,mixed,6,78.0,engine
7,11386,110,38.1,96.1,34.8,84.0,97.8,city,24,37.3,brakes
6,21038,72,18.7,98.5,32.5,94.6,71.9,city,7,86.6,oil_system
3,34812,306,41.2,103.3,31.6,95.5,78.1,city,20,29.0,engine
3,79456,351,36.3,86.3,33.0,88.3,71.4,mixed,29,26.0,oil_system
10,61953,148,31.1,96.4,32.6,96.9,80.5,highway,13,78.6,oil_system
7,35048,151,51.7,88.9,31.0,86.5,87.3,city,66,16.4,none
6,20733,313,44.7,104.2,32.5,85.3,83.4,highway,10,77.0,engine
3,43001,36,52.4,88.0,30.9,95.8,77.5,city,152,3.4,none
4,43685,173,41.3,104.1,34.4,95.7,80.9,highway,17,38.4,engine
5,24724,161,54.6,90.6,30.2,85.2,83.2,mixed,73,12.4,none
9,12545,232,20.6,93.3,32.9,95.6,70.3,highway,1,91.2,oil_system
4,41080,103,47.7,114.4,31.9,98.3,76.1,highway,7,80.6,engine
1,23515,328,41.2,112.4,32.5,87.4,77.8,mixed,1,86.8,engine
5,48243,275,32.0,86.6,30.6,99.7,74.4,city,8,64.9,oil_system
9,16771,209,47.6,94.7,33.8,87.6,89.2,highway,143,13.0,none
5,9930,161,45.9,86.1,31.4,85.3,72.2,mixed,160,2.2,none
3,18231,149,49.0,90.0,20.7,86.5,84.7,mixed,4,93.3,tires
8,34413,272,52.8,85.2,24.6,87.2,79.5,city,4,91.4,tires
4,6146,256,47.2,88.9,33.9,66.3,75.2,city,9,71.4,brakes
6,8263,215,54.6,95.1,31.3,92.2,89.9,city,128,14.1,none
10,52477,213,41.0,104.0,33.9,90.3,76.7,city,11,76.7,engine
1,9421,362,40.0,87.0,26.3,86.2,71.4,city,25,48.9,tires
3,49093,0,45.8,93.9,32.9,90.8,85.4,city,39,7.1,none
4,21839,260,51.5,95.2,34.7,98.5,71.3,city,157,11.5,none
8,36606,307,50.5,95.5,22.0,99.1,76.5,mixed,7,76.5,tires
8,25936,230,49.5,91.8,31.9,89.5,88.5,highway,51,18.8,none
3,9222,358,48.0,87.0,33.3,95.4,82.5,highway,133,4.8,none
3,5918,358,35.8,94.9,31.4,98.9,82.7,city,16,45.1,oil_system
3,23748,71,50.2,91.3,32.0,90.3,78.5,mixed,73,18.6,none
3,7755,186,45.6,91.0,23.4,94.6,81.0,highway,7,75.7,tires
10,51916,83,42.8,99.8,26.8,85.6,82.4,mixed,17,41.0,tires
7,33037,223,51.6,88.9,32.8,95.1,71.9,mixed,129,17.3,none
5,41456,152,52.3,91.7,33.2,82.1,91.8,highway,22,25.4,brakes
7,34025,237,42.8,95.2,33.1,98.7,78.9,city,146,3.3,none
1,98043,139,49.3,86.4,34.2,96.9,72.1,mixed,13,50.8,general_service
6,22383,264,38.7,97.0,32.3,96.4,83.1,city,167,19.7,none
10,42727,25,40.7,93.2,30.4,74.2,91.5,city,25,39.9,brakes
10,72618,18,53.7,88.1,34.3,81.5,94.7,mixed,10,65.4,brakes
2,9687,363,32.5,94.2,31.3,88.8,86.9,highway,9,75.1,oil_system
9,64775,108,53.0,102.0,34.5,97.8,80.9,highway,12,71.0,engine
9,15761,272,43.1,98.6,34.8,58.8,89.7,mixed,12,66.0,brakes
10,36729,92,51.1,104.5,34.3,92.6,74.6,highway,13,58.9,engine
6,58989,341,40.2,98.0,34.2,93.0,70.9,highway,30,31.4,general_service
10,19557,112,49.0,91.2,20.5,92.3,71.0,highway,5,76.9,tires
9,20681,203,42.8,88.1,30.3,99.0,80.2,highway,125,9.0,none
1,21714,77,45.3,93.4,23.2,96.3,73.6,mixed,3,79.9,tires
1,15961,167,50.2,87.3,31.7,76.5,95.4,city,28,43.3,brakes
5,27317,293,28.9,98.0,33.5,97.9,81.5,highway,9,55.8,oil_system
10,13554,119,53.6,85.7,23.5,92.1,83.1,city,1,92.7,tires
9,45229,211,39.9,102.4,34.8,92.4,70.0,city,14,77.7,engine
5,11288,12,49.1,89.8,20.4,89.4,79.7,mixed,7,93.5,tires
4,16944,108,48.8,86.9,34.5,87.1,80.0,city,113,18.2,none
7,34229,97,53.7,85.0,34.4,85.3,89.1,mixed,67,2.9,none
2,72159,208,28.1,85.0,32.7,98.2,73.5,highway,10,52.6,oil_system
4,21406,29,41.3,94.1,32.7,96.3,70.1,highway,75,10.8,none
6,45544,73,45.3,98.8,22.6,99.1,78.9,mixed,7,96.5,tires
5,39425,71,39.5,104.3,31.3,96.3,87.3,mixed,10,54.3,engine
10,42346,40,54.6,91.0,32.3,87.8,86.2,highway,31,7.9,none
7,23518,95,54.9,89.6,31.5,87.2,71.3,highway,47,1.7,none
2,44951,292,20.2,91.1,31.2,86.9,86.2,mixed,5,98.5,oil_system
7,45431,5,23.9,92.0,32.0,94.8,75.9,city,1,96.5,oil_system
4,26172,17,46.0,95.2,31.6,68.7,108.3,city,4,92.6,brakes
2,13850,202,46.8,99.5,30.8,78.2,95.6,city,18,52.6,brakes
5,41256,313,25.9,89.0,34.4,86.6,88.6,mixed,5,75.2,oil_system
6,68207,147,44.2,91.1,34.0,91.7,78.4,mixed,15,51.7,general_service
10,17697,263,54.2,89.1,31.5,90.8,87.7,mixed,121,15.4,none
6,15516,261,43.8,88.7,26.0,91.5,89.3,mixed,23,30.7,tires
8,15430,207,39.8,107.0,31.6,85.7,81.9,city,3,92.9,engine
3,81833,165,39.4,91.0,33.3,85.3,77.2,mixed,10,66.7,general_service
6,12498,234,50.3,103.9,31.3,86.7,86.6,city,29,29.3,engine
6,14784,63,50.4,88.5,32.1,85.1,72.4,city,42,21.2,none
8,11554,306,29.6,93.6,33.3,96.9,78.0,city,13,62.6,oil_system
10,42725,56,43.4,95.0,30.4,66.0,81.3,city,11,60.1,brakes
9,46115,32,52.6,91.1,34.2,75.5,91.5,city,29,49.2,brakes
5,17601,22,48.7,98.3,21.8,89.4,71.6,mixed,4,87.9,tires
7,20078,217,51.7,112.1,32.7,87.9,75.4,mixed,2,87.3,engine
10,16888,345,24.9,98.8,31.8,89.1,70.6,mixed,5,75.6,oil_system
5,12019,337,54.2,90.0,33.5,98.1,86.1,highway,56,4.8,none
2,6982,276,29.1,98.2,34.7,93.0,80.9,mixed,12,60.3,oil_system
3,22096,173,33.5,99.5,33.4,99.5,87.5,city,10,54.8,oil_system
9,29204,237,46.5,90.3,31.8,90.7,84.4,highway,70,2.2,none
1,33958,234,41.7,94.9,32.3,59.4,109.5,highway,7,87.0,brakes
5,92122,150,44.1,86.3,34.5,99.4,71.1,city,8,78.1,general_service
1,74039,339,46.2,99.4,32.5,88.2,91.5,mixed,14,61.9,brakes
2,38682,165,52.2,97.0,33.5,85.3,85.1,highway,70,10.2,none
7,77460,155,47.8,99.8,27.9,88.6,77.3,city,15,29.7,tires
8,50182,99,30.5,96.2,30.9,88.2,80.4,mixed,14,53.9,oil_system
5,10834,158,48.1,98.9,24.4,93.6,78.0,mixed,6,93.3,tires
1,12480,146,48.6,85.3,33.6,99.5,82.7,mixed,73,4.0,none
3,12151,218,24.9,97.5,35.0,88.5,75.7,city,4,90.4,oil_system
1,45919,49,39.0,103.6,34.7,90.4,80.9,highway,23,54.2,engine
7,36578,89,25.5,88.9,34.1,98.7,80.6,city,2,93.9,oil_system
1,27843,110,39.0,85.9,31.2,62.1,105.0,mixed,6,87.2,brakes
3,49112,282,54.9,99.3,32.9,91.3,77.3,city,71,7.7,none
8,42491,117,43.4,85.8,32.6,65.4,106.9,mixed,6,90.2,brakes
6,12267,66,51.2,96.5,32.0,94.6,86.6,mixed,52,17.9,none
1,39791,101,38.8,110.8,32.7,93.0,81.3,mixed,6,83.5,engine
8,17471,57,32.7,94.5,30.6,94.9,76.3,city,12,75.0,oil_system
3,32621,127,43.2,88.9,28.4,94.2,71.8,highway,27,53.4,tires
2,78973,74,42.6,101.9,30.7,95.3,75.6,highway,12,66.7,engine
1,79039,51,45.5,88.6,34.2,67.0,85.5,mixed,8,66.3,brakes
2,36503,142,38.2,90.4,34.0,100.0,72.8,highway,85,15.9,none
2,49541,142,48.2,88.2,32.8,96.4,76.9,highway,43,13.8,none
10,24159,229,38.9,93.0,33.8,63.7,104.2,highway,3,79.1,brakes
3,42284,19,53.0,92.8,22.5,99.1,82.1,city,3,93.3,tires
3,70740,342,38.6,96.2,30.5,95.8,80.1,mixed,18,37.6,general_service
3,9928,353,30.0,96.7,34.0,86.6,72.6,city,11,70.0,oil_system
7,37640,119,48.0,93.3,32.3,90.3,89.7,mixed,154,14.1,none
5,15892,154,43.6,89.1,20.1,93.7,80.2,highway,7,75.4,tires
6,22945,330,35.5,97.7,31.9,87.7,82.1,highway,30,31.0,oil_system
6,20118,83,32.2,97.7,32.6,92.8,88.9,highway,8,59.2,oil_system
5,55523,311,40.7,85.6,33.4,96.3,71.0,highway,21,38.1,general_service
6,49053,85,20.9,88.9,30.5,85.0,86.6,highway,4,82.2,oil_system
2,25038,47,50.8,86.3,30.8,80.1,97.7,city,12,69.2,brakes
9,23598,83,43.8,88.2,33.7,93.4,75.5,highway,48,9.3,none
1,71802,241,35.1,98.9,34.6,88.2,76.9,highway,23,53.6,oil_system
7,29314,59,20.1,93.1,31.9,86.7,89.9,city,1,97.7,oil_system
9,53485,78,35.8,88.0,34.5,89.7,82.8,mixed,30,33.2,oil_system
5,58616,174,44.0,93.4,30.4,83.2,92.0,highway,11,71.2,brakes
7,33504,178,52.9,92.5,34.8,98.9,72.4,mixed,76,20.4,none
1,27257,337,41.8,92.5,34.6,95.5,86.9,city,147,3.0,none
3,44261,329,54.5,102.7,31.9,90.9,77.5,city,29,48.0,engine
4,26464,21,51.6,98.6,30.9,61.1,79.9,highway,13,63.0,brakes
9,27048,111,43.8,93.6,32.3,94.0,74.0,mixed,36,21.9,none
9,59632,353,34.7,90.1,32.0,92.1,82.7,city,24,49.6,oil_system
8,24045,349,50.2,99.7,33.8,58.4,103.4,mixed,5,87.6,brakes
7,5476,219,46.1,85.8,32.1,97.4,77.7,highway,36,6.8,none
3,47738,282,50.1,97.9,31.6,55.2,77.5,city,11,55.7,brakes
5,41762,246,53.7,99.0,32.6,91.5,86.4,city,173,23.7,none
3,41046,70,46.4,95.0,23.5,96.5,70.4,mixed,3,82.8,tires
10,9799,360,53.9,88.4,30.1,55.5,105.6,mixed,7,90.6,brakes
1,17744,255,19.5,90.8,34.0,95.2,73.8,city,4,98.8,oil_system
6,11248,165,49.8,92.1,33.8,97.7,79.5,highway,81,4.0,none
7,40884,261,49.4,97.9,24.2,91.2,84.7,highway,6,75.0,tires
8,11697,14,50.8,91.9,31.6,99.2,82.9,city,133,5.6,none
4,21359,294,55.0,94.8,31.0,96.6,77.9,mixed,76,19.1,none
1,16010,298,44.2,99.2,26.9,88.2,82.3,mixed,15,39.4,tires
2,39944,210,41.5,96.0,22.7,94.4,80.4,highway,2,81.9,tires
7,36656,17,48.1,108.2,30.1,98.7,78.9,highway,1,80.5,engine
2,19917,222,50.9,100.7,34.4,92.1,82.2,mixed,20,36.8,engine
2,28051,302,45.5,101.2,30.9,92.4,72.2,highway,19,31.7,engine
3,39643,12,42.5,89.6,28.4,94.2,73.6,highway,27,38.3,tires
10,49167,74,26.4,92.5,31.6,98.4,70.3,highway,6,98.7,oil_system
5,6105,336,43.7,99.3,34.6,96.2,74.4,mixed,79,17.0,none
8,62581,354,41.4,85.4,26.4,97.5,87.0,highway,17,47.8,tires
7,41658,31,47.6,90.7,34.7,98.0,83.3,mixed,38,8.0,none
6,26392,122,39.6,86.8,33.4,85.8,75.9,city,95,19.3,none
8,14790,78,51.4,90.7,24.4,98.1,89.0,city,6,93.0,tires
5,35570,113,45.4,87.8,35.0,92.4,71.6,highway,158,2.6,none
7,31898,104,52.4,87.9,33.0,98.7,82.9,city,118,8.5,none
6,64147,203,46.9,88.3,28.9,91.6,90.0,city,23,52.5,tires
5,14403,208,30.1,86.3,30.3,96.6,87.2,highway,8,65.4,oil_system
10,21896,263,26.1,95.9,30.4,86.2,86.2,city,4,79.9,oil_system
7,80073,173,38.2,86.6,30.8,90.2,78.8,city,11,52.2,general_service
1,17300,133,53.0,108.2,31.0,92.1,80.9,mixed,6,81.2,engine
4,21094,211,44.9,107.0,31.0,94.0,75.1,highway,7,81.9,engine
5,35359,331,46.4,88.4,20.3,92.9,85.7,mixed,7,86.9,tires
5,25016,91,45.5,101.7,35.0,86.0,88.6,mixed,29,28.6,engine
5,45549,56,38.4,94.3,30.1,99.6,88.5,highway,86,10.8,none
3,36536,88,40.6,104.1,32.6,93.6,87.8,city,11,73.5,engine
6,39558,297,49.7,89.1,34.0,63.2,73.6,mixed,13,70.6,brakes
3,48919,226,55.0,104.7,30.4,87.2,70.7,highway,15,38.1,engine
8,25519,150,48.1,86.6,31.1,52.9,105.1,mixed,1,78.8,brakes
3,43465,35,42.5,85.0,23.6,96.8,76.8,highway,7,94.0,tires
6,49041,88,54.2,92.0,33.4,99.7,72.0,highway,58,23.0,none
10,52644,277,43.7,96.2,26.4,99.6,80.2,city,30,32.1,tires
9,39473,316,49.6,95.5,34.5,92.2,75.6,highway,68,13.2,none
7,8293,51,46.9,86.5,31.9,55.8,101.5,city,5,94.9,brakes
10,69381,233,40.3,103.2,34.4,93.3,81.0,highway,14,53.0,engine
3,24958,231,43.4,93.6,24.6,95.2,73.9,mixed,3,84.4,tires
1,8403,146,40.0,92.8,23.5,87.1,87.2,highway,4,92.4,tires
2,15378,339,28.1,95.5,33.5,95.5,88.1,highway,11,68.4,oil_system
10,48831,151,49.3,94.4,30.1,51.4,107.0,mixed,7,97.9,brakes
3,39022,74,39.2,89.5,31.1,98.8,83.2,highway,56,8.1,none
7,28810,277,40.5,90.4,34.4,93.8,87.1,city,144,13.9,none
4,19068,154,49.0,106.1,31.7,87.2,73.7,highway,7,93.9,engine
3,16108,100,39.6,91.5,33.9,82.7,91.8,highway,20,41.8,brakes
4,16538,38,49.0,88.0,34.6,98.3,70.8,mixed,92,18.1,none
4,97744,201,55.0,99.0,33.9,89.4,75.0,mixed,13,52.3,general_service
2,42323,161,51.9,96.9,30.3,54.3,111.4,city,4,76.9,brakes
4,23307,197,42.0,97.1,33.6,89.7,80.5,mixed,66,22.9,none
10,28235,266,49.2,95.4,31.8,75.7,95.1,highway,19,34.6,brakes
3,12797,151,52.9,91.4,33.8,94.8,77.0,mixed,150,19.3,none
9,63136,159,40.4,99.4,34.9,89.7,83.7,highway,20,32.5,general_service
6,7775,82,49.3,85.1,30.4,99.2,74.2,city,54,14.5,none
8,57038,53,54.5,99.3,30.4,95.7,72.4,highway,23,36.1,general_service
4,24872,62,43.4,93.4,32.7,86.8,82.6,highway,96,12.9,none
2,19371,110,48.3,94.2,31.6,95.1,86.4,highway,87,7.9,none
10,40945,41,53.3,100.7,32.5,96.7,84.1,mixed,28,29.2,engine
4,48758,223,46.3,92.4,30.2,98.5,89.8,mixed,121,6.9,none
5,7332,162,31.9,94.1,35.0,98.3,77.0,mixed,11,58.0,oil_system
10,11220,289,52.2,94.6,20.5,86.6,70.8,highway,5,87.5,tires
6,19989,39,54.2,94.2,32.5,91.3,78.5,mixed,180,22.8,none
8,55100,302,43.1,86.1,32.1,94.1,98.2,mixed,10,60.8,brakes
1,21075,291,41.1,85.3,33.9,67.8,102.7,mixed,2,93.0,brakes
8,16666,114,45.8,89.7,30.6,72.6,91.2,mixed,28,53.2,brakes
6,28288,282,47.3,93.5,33.5,93.2,97.0,city,11,68.8,brakes
6,54255,185,50.2,101.3,32.9,87.8,85.4,mixed,8,72.5,engine
1,28021,240,41.0,96.5,32.6,77.9,96.9,mixed,19,51.9,brakes
1,33235,58,40.4,87.6,34.7,85.8,77.5,mixed,93,11.1,none
6,57413,143,33.7,98.3,30.1,85.1,80.1,city,9,58.9,oil_system
2,27658,308,40.7,89.2,26.5,93.4,89.3,city,24,44.8,tires
9,17161,211,51.2,114.5,32.7,87.5,81.9,highway,4,91.5,engine
6,17514,289,42.3,93.2,34.6,90.6,94.9,highway,11,50.6,brakes
6,46353,214,44.8,96.1,33.2,83.1,98.7,highway,17,38.8,brakes
3,10920,339,51.8,90.5,30.5,91.1,80.6,mixed,39,20.0,none
10,11910,11,39.0,89.0,31.5,75.4,97.6,mixed,25,51.2,brakes
2,6136,141,50.0,110.5,34.5,87.7,70.1,mixed,2,91.8,engine
1,95921,75,41.2,86.1,33.8,94.6,87.4,mixed,14,68.1,general_service
10,48985,150,49.0,93.9,34.8,88.9,81.9,mixed,121,19.5,none
4,18574,326,53.2,89.4,31.9,95.5,83.1,highway,128,4.5,none
5,18339,110,41.7,92.5,34.5,81.1,98.7,mixed,28,36.1,brakes
9,69239,49,46.5,104.1,31.7,86.1,70.4,highway,8,60.7,engine
7,32596,304,50.0,102.0,33.5,95.8,79.0,highway,9,62.3,engine
8,80390,334,51.4,94.5,33.8,96.1,82.8,city,9,68.6,general_service
3,12798,328,48.1,93.7,33.2,93.7,87.0,city,168,2.3,none
6,31016,43,43.5,95.3,34.7,97.4,80.0,city,76,12.4,none
10,92354,9,47.8,95.0,33.5,98.0,79.2,highway,13,65.1,general_service
2,43337,298,41.1,102.5,30.9,93.4,80.1,city,17,28.4,engine
1,18692,35,38.6,109.6,32.8,85.5,78.4,highway,6,94.9,engine
4,44063,166,48.8,94.7,33.1,91.4,87.0,highway,129,14.5,none
8,36940,207,44.4,86.6,32.1,88.2,73.8,mixed,64,3.2,none
10,39211,285,41.9,98.3,30.1,50.3,112.4,city,2,78.5,brakes
3,37289,186,50.1,95.6,27.3,97.2,75.0,highway,24,26.1,tires
5,31939,110,50.3,85.9,23.4,87.9,87.2,city,6,78.3,tires
3,42849,32,53.3,91.1,28.5,92.1,79.9,highway,15,42.7,tires
7,22063,138,47.6,89.8,34.0,64.9,87.5,highway,8,65.3,brakes
2,65806,68,34.2,90.5,34.4,88.9,85.2,mixed,24,26.7,oil_system
10,33585,116,38.9,111.6,32.5,93.6,79.3,mixed,3,92.2,engine
10,45448,301,47.4,114.0,32.4,99.6,84.5,mixed,1,76.7,engine
6,38675,301,49.6,107.7,30.9,87.7,75.9,mixed,6,89.5,engine
5,42004,150,42.0,94.9,21.5,88.4,79.0,city,7,83.6,tires
9,13126,214,53.2,99.2,31.3,85.0,80.9,city,55,12.4,none
2,20802,351,33.6,95.0,31.2,95.9,85.6,highway,14,77.6,oil_system
1,14761,172,45.8,112.1,34.4,95.0,86.1,mixed,1,84.7,engine
10,36975,305,48.0,94.2,33.4,59.2,107.8,mixed,5,99.0,brakes
10,45299,303,41.9,88.2,24.6,85.0,74.2,mixed,3,98.2,tires
9,23051,245,40.3,91.8,28.4,86.4,76.8,mixed,29,37.1,tires
6,28602,219,28.9,86.4,32.8,90.9,86.3,city,14,52.4,oil_system
9,49385,134,43.3,100.7,34.3,97.8,88.6,city,24,42.0,engine
1,12654,363,39.9,94.5,31.6,73.9,94.7,mixed,23,54.0,brakes
3,10551,172,45.8,89.3,32.5,93.7,77.1,city,35,23.6,none
6,49920,106,48.3,89.2,30.4,79.9,94.2,mixed,14,50.7,brakes
2,39120,228,46.2,95.2,22.6,97.7,83.0,mixed,5,93.5,tires
1,30470,16,44.3,102.2,31.2,91.5,79.5,city,22,49.1,engine
9,27087,148,42.6,96.1,33.7,95.9,85.9,highway,113,9.1,none
1,25458,119,52.3,106.2,31.0,89.2,76.6,city,3,96.9,engine
2,88372,254,46.3,88.9,32.5,87.3,71.0,mixed,10,68.3,general_service
4,28010,207,44.2,97.3,33.4,88.2,80.5,highway,122,15.8,none
7,68681,303,42.6,90.9,30.2,60.2,72.6,mixed,11,63.9,brakes
6,12143,64,42.0,103.7,31.6,89.4,87.5,highway,9,54.7,engine
3,21203,334,28.5,98.4,31.5,97.0,80.4,mixed,14,64.4,oil_system
4,64244,353,46.5,95.7,28.0,97.1,82.2,mixed,18,51.0,tires
9,29174,97,41.3,93.8,31.6,56.9,103.7,highway,3,79.3,brakes
4,35589,27,18.5,86.5,31.7,94.4,88.5,mixed,7,77.0,oil_system
7,63703,171,45.4,87.4,33.9,94.7,72.4,highway,22,40.2,general_service
6,5453,198,23.6,93.4,32.0,92.4,84.3,city,5,80.6,oil_system
3,49244,172,49.8,85.0,31.3,91.1,83.2,mixed,51,17.0,none
8,13879,355,39.0,89.8,34.4,53.1,112.8,city,3,87.3,brakes
1,65559,322,34.2,99.3,34.4,88.3,80.3,mixed,21,51.0,oil_system
10,9350,215,46.6,104.9,33.1,86.3,88.8,mixed,29,47.0,engine
10,21908,209,35.0,98.8,30.5,87.1,88.4,city,23,27.7,oil_system
8,39700,201,48.2,87.8,32.9,73.5,97.1,highway,22,51.6,brakes
8,23598,355,53.6,92.0,32.3,96.4,85.4,highway,125,5.4,none
5,34721,185,43.8,97.3,23.0,90.9,72.8,highway,3,85.1,tires
4,26641,39,50.2,107.1,31.2,90.4,73.7,mixed,6,81.7,engine
9,42836,186,52.9,97.1,20.3,89.9,81.0,mixed,2,91.7,tires
7,51445,34,29.1,88.4,33.6,98.6,81.8,mixed,14,67.8,oil_system
4,10803,209,31.6,90.7,33.4,88.5,78.4,highway,13,77.5,oil_system
3,60621,122,39.3,88.9,27.3,96.3,83.1,mixed,24,54.8,tires
2,8949,135,41.5,106.7,34.9,96.0,83.2,highway,6,77.0,engine
3,14629,257,49.5,96.0,34.3,99.5,79.8,city,49,10.0,none
3,5398,251,25.0,88.5,30.5,96.5,89.3,city,5,78.7,oil_system
3,16841,135,52.9,98.8,32.7,97.2,72.9,city,167,21.4,none
8,55809,142,44.6,94.3,32.2,57.2,72.1,highway,9,67.4,brakes
10,46514,159,43.6,88.1,33.8,96.3,95.8,highway,13,54.1,brakes
5,6423,265,46.8,99.9,24.3,92.0,81.3,highway,5,96.1,tires
7,23800,136,48.7,89.7,33.3,75.4,95.3,mixed,25,51.2,brakes
6,31431,273,46.8,92.8,34.1,97.7,89.7,city,85,15.2,none
4,25866,112,47.8,96.2,33.8,79.9,99.0,highway,24,51.6,brakes
3,61661,12,44.1,93.9,26.3,87.6,86.8,highway,26,29.6,tires
8,29103,70,38.8,102.5,30.9,94.5,83.6,city,14,74.8,engine
5,22298,356,41.9,99.6,31.8,93.4,79.1,highway,151,2.4,none
4,12044,298,49.4,89.3,20.0,97.6,82.0,highway,1,76.2,tires
2,10312,168,54.2,97.6,30.8,61.2,106.5,city,3,91.4,brakes
9,38731,214,49.1,87.6,34.0,74.7,93.4,city,24,34.5,brakes
4,25590,296,43.4,88.9,23.3,93.5,83.1,mixed,1,89.9,tires
5,42560,349,41.5,107.0,32.2,90.0,89.9,city,7,90.4,engine
6,47554,137,39.5,99.5,32.7,89.3,86.3,city,175,11.1,none
3,46798,329,29.2,92.9,30.2,86.4,76.4,city,12,55.3,oil_system
3,19133,19,48.5,114.2,30.1,92.0,85.2,highway,7,86.3,engine
7,45879,223,49.1,85.7,30.2,86.0,97.3,city,9,68.8,brakes
2,69766,161,52.5,93.2,33.7,59.0,79.6,mixed,13,66.7,brakes
1,50644,239,41.2,95.3,31.7,64.2,79.2,mixed,8,72.3,brakes
3,26420,245,47.6,99.8,34.6,81.5,98.7,highway,15,50.8,brakes
1,29113,351,24.1,88.1,33.5,98.3,75.2,city,4,86.8,oil_system
9,62389,211,39.1,103.4,31.8,93.0,79.6,highway,13,70.6,engine
4,49126,30,38.2,87.4,33.8,93.1,73.2,city,146,15.4,none
7,18739,319,49.0,102.6,31.4,88.8,81.3,city,25,43.5,engine
6,34721,303,36.0,87.2,30.9,97.6,82.8,mixed,26,45.6,oil_system
9,49043,235,36.8,85.2,30.6,91.1,85.2,highway,24,40.2,oil_system
4,18380,47,54.8,85.6,30.5,82.7,94.1,mixed,28,25.2,brakes
3,18264,184,48.4,92.8,26.4,86.1,76.3,mixed,20,37.7,tires
10,61228,43,35.3,97.5,32.9,97.9,72.4,mixed,20,40.4,oil_system
3,35644,319,49.8,87.2,30.1,96.7,88.1,highway,81,7.0,none
1,13856,349,49.1,104.0,30.0,98.6,79.7,highway,9,68.4,engine
6,48622,304,47.5,103.2,32.3,91.9,89.9,highway,22,33.2,engine
10,9135,72,45.0,98.9,26.5,90.9,79.5,city,27,31.0,tires
2,29404,289,45.6,95.5,30.5,53.4,109.2,city,4,83.2,brakes
5,24836,85,42.2,110.0,33.8,85.1,80.6,highway,3,98.1,engine
8,25974,2,44.3,103.8,33.3,98.9,79.4,city,15,32.1,engine
8,65875,61,35.5,86.3,31.9,86.8,85.5,highway,19,53.8,oil_system
