brake_temp,brake_fluid,oil_pressure,engine_temp,tire_pressure,mileage,is_anomaly
105.4,63.3,23.9,111.3,21.2,85639,1
109.3,63.3,18.4,117.7,20.3,84099,1
104.2,56.1,26.6,110.7,22.7,96265,1
70.9,87.6,47.1,97.2,33.3,35633,0
110.7,68.0,18.8,118.0,22.1,95121,1
79.7,88.2,52.7,92.0,30.4,46334,0
71.1,85.7,42.3,88.3,34.7,13336,0
88.1,95.4,45.9,87.6,32.2,8531,0
87.7,94.5,46.9,95.3,33.5,12454,0
106.9,61.5,20.7,109.5,20.5,95809,1
70.1,94.4,53.6,98.6,34.5,39997,0
80.4,94.8,45.9,92.2,32.2,29642,0
70.7,98.9,46.8,93.4,31.2,22804,0
75.6,85.3,42.7,99.6,34.6,41608,0
111.5,62.4,25.3,112.6,23.5,99448,1
81.8,94.1,46.9,93.2,34.0,9412,0
85.6,93.2,49.4,99.9,34.8,42658,0
78.4,85.9,46.9,91.0,30.4,43776,0
85.2,86.1,38.0,86.7,32.2,29232,0
101.6,58.5,26.0,115.3,21.6,86997,1
83.1,94.3,46.0,96.8,32.0,49250,0
102.5,61.3,20.7,114.8,22.2,97228,1
83.4,86.9,53.9,99.5,35.0,17058,0
74.9,93.9,40.7,86.0,32.7,16574,0
85.6,86.8,43.6,85.4,34.4,25248,0
103.2,68.9,25.5,114.3,24.5,87765,1
72.6,94.0,41.1,99.2,33.5,26377,0
73.5,93.5,40.5,86.1,30.7,49053,0
78.9,99.8,38.5,86.6,30.2,42302,0
75.3,87.4,39.1,86.3,30.4,11210,0
112.5,65.7,19.6,110.2,21.8,82036,1
80.0,90.2,48.9,91.5,30.8,30883,0
77.8,88.1,43.2,94.6,34.0,5068,0
114.6,57.4,22.3,112.2,24.2,85265,1
73.1,88.6,52.4,98.3,34.8,31196,0
77.6,85.8,41.2,88.8,32.1,45941,0
83.5,99.4,40.0,99.8,32.7,22848,0
110.7,56.7,18.5,106.4,23.7,87963,1
111.1,64.9,26.6,112.8,22.2,88284,1
89.6,93.7,38.5,92.1,32.6,29471,0
83.4,86.3,51.5,88.0,32.6,22288,0
77.8,95.9,43.9,89.6,31.9,37175,0
74.0,93.9,38.1,89.3,30.1,23308,0
77.6,88.4,43.2,91.8,32.9,28824,0
87.2,86.5,50.6,97.3,33.9,23110,0
112.1,67.8,23.5,107.0,21.3,88403,1
72.8,99.5,38.2,97.1,30.9,22191,0
113.3,64.4,26.2,111.6,23.9,87014,1
114.9,60.7,19.7,114.3,20.2,85537,1
84.0,85.7,40.6,90.4,33.4,11596,0
79.7,100.0,50.1,88.4,34.6,47457,0
80.7,86.1,45.7,86.4,34.4,47061,0
102.1,62.0,20.8,106.5,23.6,89129,1
101.1,57.0,18.9,108.7,20.2,90190,1
81.6,98.9,45.1,95.0,31.3,39198,0
104.5,61.9,22.4,110.5,21.0,94704,1
80.1,85.6,48.1,91.0,30.4,14217,0
79.2,97.8,38.9,88.1,33.7,7988,0
111.2,56.8,24.4,108.6,22.3,97968,1
74.8,93.3,53.4,92.8,31.4,27450,0
73.9,88.4,38.6,94.4,33.3,46877,0
77.4,93.9,43.3,88.7,31.4,28931,0
88.5,95.8,44.8,91.7,31.6,47882,0
79.6,89.9,53.6,85.1,34.1,43660,0
85.3,99.7,54.2,92.7,30.6,38100,0
70.4,91.5,53.7,88.3,31.1,29033,0
89.3,99.1,39.3,97.0,31.4,12038,0
76.3,94.4,45.6,89.2,30.7,32891,0
106.9,59.3,18.7,113.2,20.1,85008,1
109.4,58.6,20.7,110.4,20.8,99817,1
74.9,88.4,42.6,99.1,34.7,18073,0
89.1,85.6,39.8,93.1,30.9,26678,0
72.7,91.3,45.4,96.1,30.9,22797,0
82.5,87.2,41.0,95.7,33.0,34052,0
81.2,92.5,43.6,98.0,32.1,39503,0
73.3,99.1,50.7,99.0,35.0,16223,0
76.3,92.8,48.1,88.6,31.3,26747,0
72.5,87.9,39.4,99.7,34.0,13037,0
70.7,95.1,38.5,98.7,33.1,25029,0
82.5,89.8,42.9,91.5,35.0,28432,0
80.2,97.2,46.5,91.2,32.9,25076,0
108.4,61.8,18.1,107.9,21.4,80518,1
104.8,68.1,22.5,114.0,20.6,80855,1
75.6,94.5,44.9,88.7,34.0,39007,0
72.1,98.4,43.9,85.5,35.0,9890,0
84.3,86.9,44.2,88.2,34.2,40491,0
83.1,85.9,53.3,97.4,30.6,22106,0
88.5,88.5,47.2,85.0,32.9,35352,0
105.5,63.0,25.9,109.2,21.5,81040,1
75.0,96.6,38.3,87.7,32.9,40789,0
84.6,96.5,51.2,87.6,34.9,24121,0
103.5,67.2,18.8,109.2,23.0,87511,1
74.3,99.2,49.8,93.9,33.3,34017,0
105.5,56.7,25.5,111.8,24.4,83816,1
72.6,89.0,40.0,99.5,33.3,38006,0
79.2,98.0,49.1,90.0,30.8,38728,0
102.6,59.3,21.2,117.2,20.3,90112,1
85.6,94.9,44.2,97.2,31.5,39032,0
70.7,99.1,45.0,87.7,30.5,20716,0
81.2,85.3,45.9,90.2,34.3,25977,0
77.7,89.6,48.9,94.7,34.0,38313,0
71.5,90.7,53.1,99.3,34.4,25681,0
72.1,97.6,40.3,89.6,34.8,35572,0
74.8,89.4,42.3,95.1,31.3,39597,0
81.0,90.7,39.0,91.4,32.5,43357,0
70.8,87.5,49.6,97.7,33.3,7265,0
73.5,95.1,41.0,91.4,30.3,31304,0
80.2,92.8,53.8,95.2,34.8,44687,0
83.6,89.4,43.6,92.5,34.7,29863,0
82.5,87.2,41.1,95.2,31.1,49915,0
74.5,86.7,52.5,86.7,33.1,47156,0
89.8,88.5,52.8,85.3,33.5,46511,0
73.7,86.9,49.8,99.7,31.0,9714,0
79.1,90.1,50.7,96.5,31.3,6400,0
89.4,89.0,54.0,95.6,34.8,31018,0
70.4,88.4,42.2,94.7,30.9,47513,0
87.7,90.9,44.6,91.3,31.3,8242,0
79.5,86.9,47.4,91.0,31.8,12115,0
82.7,91.9,39.5,96.1,32.2,31526,0
71.9,87.8,38.1,91.5,32.6,45637,0
88.2,85.7,53.0,99.2,33.8,17479,0
89.5,92.1,42.3,91.9,34.3,26367,0
102.2,68.8,22.5,114.7,22.3,99691,1
76.2,87.2,49.0,92.9,34.0,47304,0
89.9,92.7,49.1,86.8,30.2,10918,0
76.8,87.7,49.7,96.5,31.6,16440,0
72.3,88.5,48.4,86.6,32.5,46980,0
70.9,98.6,53.2,89.7,34.4,41861,0
102.6,64.0,21.8,114.3,23.1,88763,1
110.5,60.1,26.8,115.0,24.6,99930,1
74.6,98.6,52.9,95.7,30.1,39640,0
78.6,86.3,47.1,86.4,31.8,49339,0
111.7,55.1,26.4,110.2,23.1,89743,1
103.1,66.6,19.1,112.9,21.2,81458,1
107.7,67.8,23.8,115.2,20.9,97866,1
111.3,68.8,19.7,115.8,23.5,92772,1
72.4,92.3,44.5,98.3,31.6,8921,0
88.5,88.7,39.8,99.1,33.7,39790,0
77.4,96.3,53.5,98.6,34.0,14485,0
75.5,91.2,51.2,96.4,33.4,28059,0
70.5,99.3,51.4,96.2,33.5,41881,0
79.2,91.4,48.9,86.5,30.2,19130,0
87.1,92.5,54.7,92.7,32.5,27751,0
82.6,86.9,44.2,90.6,32.7,40415,0
108.4,58.5,26.6,107.5,21.8,89109,1
102.7,57.4,26.6,115.0,24.9,97393,1
74.4,87.1,49.8,96.7,34.8,38145,0
84.3,95.6,54.9,96.3,30.6,14736,0
104.1,65.3,24.3,107.5,21.7,84847,1
106.1,58.0,22.7,108.8,21.0,84899,1
85.2,97.4,39.2,96.2,31.4,16945,0
72.9,96.8,45.3,88.2,30.7,8939,0
76.3,85.4,44.6,85.0,31.8,42563,0
75.1,88.4,43.0,96.5,33.4,8038,0
102.1,58.4,24.2,106.3,21.3,86505,1
74.1,97.0,48.4,88.7,33.2,23827,0
77.5,87.5,40.6,92.0,31.4,36545,0
113.6,58.2,24.2,112.7,22.5,96289,1
83.0,90.9,49.3,97.7,32.4,39734,0
89.5,94.4,42.5,88.4,30.3,11006,0
85.3,89.4,49.4,91.8,33.6,12390,0
82.9,87.5,52.2,93.5,33.4,27252,0
73.6,99.1,50.1,87.5,33.4,32128,0
86.8,99.7,40.9,96.0,32.4,16242,0
71.9,87.4,45.4,88.9,30.8,28188,0
78.1,89.5,44.5,96.2,33.3,6820,0
74.4,86.2,53.4,95.1,33.6,47395,0
83.4,96.3,50.8,87.7,33.3,36965,0
78.2,91.1,53.1,91.8,33.0,42205,0
102.3,58.0,20.4,107.2,23.8,96886,1
70.5,99.0,53.0,87.0,35.0,49134,0
82.2,88.0,54.2,95.9,30.6,36895,0
76.4,98.4,49.3,86.4,33.6,34615,0
83.1,92.2,52.7,90.8,31.4,25888,0
107.4,59.8,19.1,113.5,21.7,80065,1
81.6,90.4,42.6,88.1,32.7,17742,0
78.8,87.9,38.9,94.0,33.6,48118,0
83.8,85.7,39.1,85.6,30.6,15285,0
105.4,62.8,25.6,114.9,20.8,97443,1
105.8,65.9,25.3,116.8,22.4,99446,1
83.0,96.2,50.1,92.9,33.1,36873,0
81.1,91.2,42.4,89.8,33.1,21841,0
74.4,99.3,39.0,88.4,33.6,24942,0
71.9,88.6,42.5,94.7,30.1,20652,0
84.5,93.3,40.1,86.7,33.9,12836,0
74.7,99.3,45.9,89.6,31.2,45221,0
89.2,86.9,48.2,99.9,31.3,31161,0
107.3,65.7,25.3,109.9,24.7,84484,1
114.1,67.9,26.9,116.6,21.4,85497,1
79.7,85.3,39.2,94.2,32.9,21293,0
70.6,99.0,42.9,99.6,33.3,17975,0
82.5,90.7,42.4,87.9,33.4,9716,0
73.0,99.2,48.8,87.1,34.1,20499,0
114.0,57.0,18.5,110.0,21.2,83799,1
78.0,96.2,45.1,94.3,34.7,19171,0
70.6,90.1,42.3,85.8,30.6,15763,0
112.6,64.1,21.1,114.9,22.4,91926,1
113.9,63.9,21.5,115.6,22.4,87686,1
86.5,93.0,43.0,88.1,32.4,37750,0
71.9,91.8,47.8,95.9,31.0,37893,0
75.0,92.5,38.2,96.2,31.2,27915,0
70.2,97.9,43.2,94.6,34.1,34441,0
110.6,67.7,23.2,116.8,23.6,85214,1
77.1,89.5,48.0,92.0,31.2,41439,0
81.1,94.8,39.6,86.7,30.1,20537,0
81.0,94.7,40.9,92.2,33.5,11329,0
72.2,87.9,42.4,86.6,34.6,47327,0
84.6,96.2,49.5,86.3,33.5,23482,0
114.0,63.0,22.3,117.7,23.6,97240,1
82.0,99.5,42.1,97.8,32.1,6354,0
77.3,98.0,48.2,87.4,32.8,40898,0
74.2,90.0,39.9,87.2,34.5,20228,0
83.2,99.8,39.6,93.1,31.8,46181,0
79.0,93.2,40.0,89.8,30.3,31025,0
82.0,99.9,53.1,88.6,34.4,16459,0
88.3,97.4,38.3,92.9,34.6,8987,0
74.7,94.5,53.1,98.4,34.2,14150,0
86.2,92.1,38.7,97.4,33.8,19737,0
77.6,95.6,41.7,100.0,34.4,43996,0
89.9,99.1,44.7,87.5,32.8,24644,0
79.0,98.1,49.0,86.1,33.0,25647,0
73.9,99.4,48.4,87.9,33.9,12456,0
80.2,91.6,52.5,90.9,34.1,49572,0
85.2,97.6,41.7,91.8,34.5,37321,0
71.2,94.9,46.9,98.9,34.4,13575,0
75.0,90.3,46.7,85.6,33.7,43952,0
106.0,67.1,20.0,106.4,22.5,86792,1
81.8,96.0,47.3,94.2,32.5,9789,0
101.4,58.0,22.4,109.1,23.4,89054,1
71.6,97.7,53.1,87.0,32.3,32366,0
80.8,95.0,44.8,90.7,32.3,41493,0
82.2,94.1,54.1,98.4,33.4,13544,0
71.8,93.0,50.2,87.6,33.2,42290,0
72.7,97.6,45.3,90.0,31.5,10053,0
72.5,88.4,43.5,86.0,33.4,21649,0
82.5,94.7,54.2,98.4,32.7,49606,0
106.7,58.6,22.7,115.8,24.9,83965,1
83.5,88.1,42.7,88.3,32.5,11659,0
101.7,55.7,22.9,116.6,20.3,88970,1
75.3,98.6,40.4,92.7,34.8,21684,0
86.2,91.5,43.2,96.1,30.7,47133,0
78.4,86.5,51.2,100.0,32.6,21871,0
103.3,57.7,23.9,117.3,20.8,94083,1
85.5,94.5,43.2,88.5,30.1,20898,0
77.4,91.6,42.0,89.6,33.8,46404,0
76.1,97.1,44.2,87.5,30.3,36736,0
89.9,93.0,51.9,94.8,32.4,27346,0
71.5,93.2,51.5,86.9,34.7,10516,0
84.1,98.8,43.1,86.5,34.2,30025,0
88.7,90.2,49.1,99.3,31.1,20210,0
81.3,98.9,53.0,89.4,32.7,48793,0
108.8,64.0,26.3,110.8,24.3,96130,1
86.2,98.0,41.2,95.5,33.3,23942,0
111.3,65.7,27.0,107.7,24.7,89287,1
79.8,88.1,47.3,92.4,34.6,7347,0
87.4,94.7,40.0,92.0,31.2,7797,0
84.6,90.6,40.9,91.8,34.5,46140,0
76.1,94.6,51.5,95.5,32.7,14105,0
71.8,89.0,40.3,85.8,30.7,35857,0
73.5,85.9,44.0,99.6,30.7,43424,0
70.2,93.1,40.9,90.1,31.4,40955,0
75.6,94.3,49.5,99.5,31.8,7702,0
104.1,58.0,19.0,110.7,20.4,86657,1
81.8,86.9,54.2,87.4,31.5,16999,0
82.9,92.8,53.6,91.4,34.5,25051,0
106.4,57.2,18.1,114.0,21.1,91865,1
78.7,85.1,46.4,98.8,30.9,37941,0
109.3,58.9,18.9,111.4,20.4,87338,1
86.0,95.1,38.0,85.0,32.4,25797,0
81.4,91.0,53.5,90.0,31.4,23104,0
89.2,94.9,46.3,92.1,34.9,28292,0
83.3,94.5,51.1,97.7,31.2,26265,0
86.2,95.1,48.6,92.7,30.3,10685,0
70.6,89.5,39.1,86.6,30.4,12217,0
105.8,62.0,24.3,116.0,21.5,85897,1
80.8,91.4,40.4,96.5,31.4,20622,0
83.8,87.1,49.7,97.9,30.1,8629,0
107.9,65.8,27.0,114.8,20.7,91649,1
74.7,90.5,49.6,99.4,33.5,12451,0
71.4,95.8,49.7,89.0,34.1,39332,0
114.3,58.1,21.2,108.9,24.7,81740,1
72.8,90.8,49.4,93.1,31.3,47959,0
82.1,87.7,42.7,87.0,32.5,21033,0
83.4,99.6,40.8,94.9,34.4,11445,0
113.3,67.7,25.2,112.1,22.9,88281,1
73.1,85.8,41.3,95.1,31.7,41771,0
78.2,91.4,46.0,91.2,30.1,11559,0
85.3,97.6,45.7,87.0,35.0,25547,0
85.1,97.4,48.5,90.2,31.1,9424,0
110.1,63.8,21.3,116.5,20.2,90269,1
87.8,97.1,45.9,87.3,33.7,20716,0
106.9,65.1,25.4,117.2,23.8,80082,1
107.9,55.2,24.2,117.4,21.0,96046,1
108.8,66.2,20.5,114.4,21.1,98237,1
76.9,85.9,43.2,96.4,32.1,40366,0
84.2,90.8,45.4,99.4,34.4,32597,0
87.0,92.8,49.6,87.1,32.7,7809,0
76.6,99.9,45.5,93.0,30.9,24095,0
90.0,90.0,48.3,95.7,31.6,25618,0
83.8,90.2,50.1,93.8,34.5,36791,0
75.4,94.5,52.1,87.1,35.0,38974,0
76.2,93.6,50.7,90.2,34.2,19349,0
105.4,57.3,25.2,108.7,21.9,88967,1
75.3,91.0,46.0,87.0,33.0,23479,0
84.6,87.1,47.2,87.6,33.7,39734,0
81.5,89.9,45.6,87.5,32.6,45454,0
75.8,98.9,42.0,98.6,30.2,43095,0
107.4,56.4,25.4,116.3,22.4,98974,1
73.7,99.0,53.9,94.9,30.2,40411,0
86.0,95.1,44.1,85.7,31.6,10045,0
76.8,89.6,43.2,89.4,32.6,12483,0
88.2,85.8,52.7,94.6,31.9,13922,0
89.6,87.2,50.9,85.6,33.6,45217,0
110.2,55.0,18.3,111.4,20.3,95374,1
73.8,97.5,49.1,93.0,31.3,44872,0
80.5,89.7,49.0,99.8,32.7,45965,0
77.5,85.5,49.4,93.6,32.8,43690,0
103.7,63.2,26.0,114.3,20.4,94517,1
80.4,92.4,48.5,91.8,30.4,46092,0
82.0,93.0,40.7,99.5,30.8,25634,0
73.4,92.5,48.8,89.3,32.4,29628,0
89.4,93.3,54.4,85.0,35.0,38569,0
88.4,92.6,39.7,95.3,32.8,9155,0
75.3,96.6,42.1,95.5,32.7,21073,0
76.8,93.9,44.3,98.1,31.9,5259,0
80.3,94.8,42.7,97.3,30.1,31227,0
80.0,92.4,54.6,94.7,30.5,17160,0
87.4,91.2,38.4,97.6,33.4,42428,0
83.2,89.7,52.8,99.3,32.0,47587,0
84.2,92.9,45.3,88.1,31.6,26906,0
101.5,62.7,25.7,114.2,22.4,81651,1
70.1,87.8,42.4,92.1,31.4,20531,0
87.8,98.8,43.8,87.2,31.3,27983,0
101.0,59.8,22.7,106.3,20.0,92817,1
85.9,88.7,44.6,96.3,32.3,18610,0
104.8,66.9,23.2,116.6,20.3,86599,1
71.5,90.7,45.4,96.3,32.8,48559,0
86.5,96.5,50.0,85.4,34.8,45258,0
103.4,63.4,20.2,111.3,23.4,94569,1
90.0,88.5,50.6,99.7,30.2,5815,0
86.2,95.0,39.7,96.0,31.7,25733,0
72.0,88.1,44.4,95.1,33.7,17455,0
83.6,91.8,49.6,91.3,32.9,6401,0
77.4,99.2,50.3,91.0,34.2,6013,0
89.6,88.5,42.4,92.3,30.2,5760,0
81.7,89.8,42.1,94.9,32.8,10369,0
105.7,60.4,22.0,109.3,23.1,92681,1
71.1,97.9,52.8,94.3,30.8,10766,0
103.5,56.7,20.7,114.9,21.8,98724,1
78.2,85.2,47.6,99.4,31.2,49334,0
71.5,91.6,41.3,90.3,33.6,7470,0
87.7,87.2,39.3,94.8,31.4,39862,0
70.8,94.1,41.3,87.1,34.2,13502,0
107.3,62.6,21.5,115.6,23.9,93163,1
78.9,92.1,53.1,91.3,31.9,17189,0
78.8,85.2,47.7,97.8,31.1,31358,0
80.2,98.9,47.7,89.3,34.0,48774,0
86.4,99.0,46.9,94.5,30.0,16659,0
83.7,97.8,38.0,89.7,32.8,19333,0
82.8,97.3,53.4,92.7,34.2,10306,0
80.1,97.5,43.9,98.1,30.8,10822,0
110.8,62.2,22.7,111.1,21.3,99874,1
111.7,60.9,23.7,110.2,24.0,96170,1
74.5,90.7,52.3,96.2,31.8,9165,0
106.4,62.5,18.0,113.1,23.2,86917,1
86.7,87.3,51.0,86.9,32.5,45426,0
80.6,94.1,41.7,93.4,34.9,22376,0
70.2,91.4,47.8,92.9,32.8,42547,0
106.6,66.6,22.6,108.1,22.4,94373,1
86.7,89.0,38.9,100.0,30.9,44636,0
71.0,98.6,46.5,98.0,30.3,19546,0
114.9,63.1,19.4,109.7,21.1,96790,1
78.8,95.9,47.6,85.3,30.6,17660,0
82.8,97.9,45.8,91.9,30.3,21098,0
86.7,90.7,44.1,89.8,31.9,40279,0
108.7,64.3,21.5,106.6,20.4,96152,1
85.4,92.5,48.8,92.1,34.5,48827,0
74.9,95.5,51.5,88.9,32.5,16708,0
83.1,85.6,42.7,97.6,34.8,12976,0
78.5,92.1,40.8,90.2,30.9,38940,0
114.5,58.8,18.7,112.9,23.1,89673,1
83.7,95.5,47.9,96.4,31.1,7263,0
85.1,87.8,42.5,90.3,31.8,27128,0
111.8,55.2,25.6,113.7,21.5,89182,1
72.7,99.4,48.8,90.3,31.6,8927,0
109.3,64.7,23.8,107.9,20.1,94958,1
114.1,55.7,25.1,116.3,23.7,95026,1
71.1,96.5,39.8,89.3,30.5,31984,0
89.1,94.7,41.6,94.7,34.2,5089,0
85.9,98.4,46.5,88.4,30.8,12623,0
87.6,95.1,44.3,99.8,34.5,27790,0
88.1,85.6,52.4,87.8,34.9,12011,0
78.0,99.4,50.2,87.5,30.3,28820,0
81.9,94.1,49.8,88.5,30.9,26265,0
83.9,95.8,51.7,93.4,32.3,42613,0
103.7,59.7,24.4,112.5,24.6,88045,1
84.9,99.4,54.6,92.0,31.0,32536,0
82.2,89.3,52.4,88.6,33.2,31452,0
83.5,99.1,39.9,98.8,30.5,35373,0
70.4,95.4,44.7,88.0,30.6,9912,0
83.1,85.3,43.1,88.8,31.5,22541,0
86.2,95.4,38.8,87.7,32.6,35060,0
107.2,66.9,26.2,107.2,21.9,82929,1
84.1,90.4,47.9,87.1,32.2,11709,0
87.4,99.2,51.7,86.4,30.4,17411,0
73.0,88.8,49.7,99.6,34.5,32538,0
86.3,89.1,50.9,94.7,32.5,24260,0
82.0,93.0,51.3,86.1,30.5,19702,0
75.1,98.4,42.2,93.8,32.2,41641,0
104.4,58.3,24.9,117.6,24.1,89763,1
73.8,89.0,50.5,87.7,34.4,42960,0
77.0,99.5,38.6,94.7,32.2,40629,0
84.4,90.9,54.6,95.0,34.3,49977,0
85.0,91.2,52.4,92.1,31.6,39323,0
90.0,98.6,42.9,94.7,33.3,40920,0
86.0,88.4,44.0,92.7,31.1,33509,0
86.5,86.9,46.7,95.1,31.3,32273,0
83.0,85.0,50.6,92.9,30.8,27245,0
80.6,91.1,45.1,92.7,32.9,46525,0
80.4,97.7,48.6,96.8,34.2,16797,0
70.5,90.6,49.0,95.3,32.9,31129,0
76.8,97.1,42.6,95.7,31.9,8335,0
88.4,94.1,41.7,97.0,30.9,25936,0
86.1,89.5,46.0,97.2,34.1,28095,0
74.2,94.7,47.7,89.7,34.9,42237,0
81.6,90.9,39.7,91.9,34.4,18363,0
112.2,68.2,19.4,117.9,20.2,82255,1
87.8,89.6,54.4,98.3,32.6,27484,0
73.5,87.4,44.9,96.9,30.6,49820,0
88.3,90.2,43.3,98.1,34.0,35201,0
82.3,99.4,41.8,98.6,34.6,35263,0
79.6,98.2,49.8,90.3,33.1,8019,0
107.9,68.1,22.1,114.1,24.6,93743,1
110.9,58.9,24.7,107.5,20.8,86901,1
86.1,87.9,54.8,98.3,34.7,25501,0
84.1,96.9,50.2,87.8,31.2,40321,0
103.9,62.0,20.9,106.8,21.5,92601,1
76.4,99.4,39.8,85.1,30.1,6418,0
108.8,58.0,18.6,108.5,20.4,92290,1
104.1,67.3,22.8,113.7,21.5,85495,1
71.6,93.4,49.5,89.7,31.2,39236,0
84.9,87.9,48.3,89.1,33.0,49048,0
82.4,92.0,46.9,95.8,33.3,32404,0
89.7,89.0,43.5,87.0,31.1,48636,0
109.2,62.8,24.5,113.9,20.3,91738,1
110.7,62.1,18.9,115.0,20.2,99979,1
76.3,85.8,43.8,93.9,32.8,7444,0
77.3,86.4,39.8,89.0,33.4,29304,0
102.5,64.5,18.1,114.7,24.1,89620,1
85.0,87.8,54.4,90.6,32.1,39369,0
108.2,68.5,18.9,111.7,24.9,89631,1
106.1,57.6,24.9,107.7,23.8,80551,1
79.4,95.2,53.4,88.2,30.8,32546,0
79.8,92.4,38.3,87.3,33.7,25583,0
84.3,87.7,45.4,98.7,30.6,28801,0
89.4,91.6,42.4,96.9,34.8,47607,0
81.9,99.8,46.7,88.9,31.1,44788,0
84.7,90.4,46.4,94.9,32.7,31927,0
75.8,97.9,39.6,87.6,34.0,6858,0
72.4,89.8,44.6,95.7,30.4,18194,0
73.5,89.9,54.2,95.3,33.6,24371,0
103.7,56.9,24.1,109.6,23.3,87855,1
71.9,96.3,50.0,85.7,33.1,49986,0
110.3,67.1,22.3,112.5,23.9,93856,1
105.5,63.9,19.2,110.5,23.0,94258,1
109.9,67.4,25.2,106.1,20.1,92998,1
82.1,96.0,45.6,96.1,30.7,35419,0
106.7,60.4,26.9,117.8,23.5,96264,1
80.4,98.7,49.4,93.0,32.8,8005,0
72.4,87.8,41.3,90.4,34.4,8376,0
88.8,89.2,51.3,97.7,31.3,22118,0
102.8,68.0,19.3,111.5,20.3,95118,1
112.4,55.8,21.9,114.2,24.7,80097,1
84.0,86.8,46.6,94.0,33.4,16791,0
83.3,90.8,53.8,98.6,30.9,20191,0
111.4,62.3,21.1,106.5,24.6,98467,1
81.3,98.2,54.1,86.5,34.8,6337,0
84.5,85.8,41.8,93.2,32.6,45706,0
82.0,95.7,53.9,94.5,31.1,9671,0
70.9,91.4,51.5,94.1,33.9,9832,0
82.5,97.6,48.0,99.3,31.3,20868,0
75.7,91.0,50.9,99.5,33.2,48384,0
88.4,100.0,52.7,93.3,34.0,36303,0
83.5,94.5,47.6,86.3,33.4,11615,0
72.3,92.7,41.7,97.1,32.7,36570,0
86.4,93.9,51.1,91.5,32.2,21948,0
74.0,94.3,38.3,88.1,30.6,47005,0
80.5,97.0,39.1,94.9,33.1,25137,0
75.6,96.4,42.0,93.1,30.5,46513,0
84.3,95.3,48.3,96.8,32.4,5842,0
75.2,96.1,47.1,98.4,34.0,42429,0
79.4,85.9,42.9,90.3,31.3,25645,0
72.0,89.4,49.9,87.6,34.9,15034,0
103.8,68.7,26.6,107.0,21.1,88000,1
89.5,90.9,48.9,88.4,33.4,7631,0
86.4,98.3,44.8,99.7,32.8,6691,0
77.0,92.8,38.9,92.0,31.2,22391,0
89.0,92.8,40.2,91.8,34.7,26065,0
79.5,96.2,51.0,98.9,30.5,27224,0
77.5,87.8,47.5,93.6,34.1,14392,0
109.3,61.7,19.2,110.8,22.8,87004,1
75.0,94.8,48.3,95.0,31.8,18062,0
88.4,90.7,52.9,85.1,31.6,20156,0
89.0,93.8,43.0,96.3,35.0,30864,0
76.6,96.3,40.0,85.4,32.8,8793,0
74.8,99.7,41.5,94.4,33.0,41434,0
89.0,90.7,53.3,85.9,30.1,17200,0
83.0,98.5,45.9,95.3,34.7,35026,0
88.7,94.0,39.7,87.9,34.3,36197,0
102.5,62.0,21.3,114.9,23.1,97070,1
71.9,97.1,45.6,96.6,33.2,10397,0
88.7,95.3,52.5,96.4,31.2,41111,0
83.5,94.9,47.1,95.9,32.7,32428,0
73.3,96.7,43.6,92.1,30.5,44341,0
77.9,86.2,51.7,85.8,31.9,16586,0
78.0,90.1,38.6,95.1,30.7,47776,0
71.2,85.3,52.8,91.8,34.8,32747,0
81.2,98.4,50.9,90.2,32.2,17350,0
84.9,99.3,42.8,99.6,32.3,26767,0
73.3,89.2,51.1,88.2,32.6,8036,0
89.1,85.4,46.2,99.8,33.0,43124,0
73.7,92.9,38.6,89.6,32.5,11734,0
85.2,92.5,38.7,96.7,30.6,32934,0
83.9,98.3,49.0,91.4,32.3,40791,0
80.3,90.1,45.4,97.7,33.9,29324,0
76.2,86.1,42.0,90.3,34.7,13952,0
82.7,90.6,46.9,86.3,34.4,20295,0
84.2,88.0,43.4,91.2,32.2,23157,0
70.8,85.6,47.4,98.7,32.0,24059,0
106.8,62.5,25.6,107.5,21.8,80963,1
88.6,97.9,42.5,88.8,30.5,9928,0
82.1,93.1,41.3,97.4,34.0,11747,0
102.7,60.8,21.7,112.8,21.3,80582,1
83.3,96.1,44.2,89.5,34.1,34238,0
77.1,99.3,42.0,93.5,30.7,6506,0
107.0,68.8,19.9,109.8,23.5,80957,1
70.5,91.7,43.8,95.9,32.1,21380,0
82.9,86.4,53.9,99.3,30.5,19338,0
107.5,55.4,21.5,113.0,24.8,82129,1
86.5,97.2,45.5,90.3,34.3,32053,0
76.3,95.3,53.5,91.6,30.9,27781,0
84.9,90.2,48.3,91.8,35.0,22987,0
82.3,92.2,46.1,99.7,34.9,12187,0
81.9,98.3,42.3,88.1,34.2,22906,0
87.8,97.1,39.4,86.0,31.7,36995,0
83.5,90.4,39.1,98.6,35.0,49679,0
89.8,93.1,45.2,90.3,33.7,34606,0
78.1,87.1,39.1,99.3,34.2,22999,0
78.2,91.8,38.9,94.7,30.9,11176,0
78.3,96.3,52.7,93.5,32.2,35642,0
109.9,62.6,26.7,113.0,20.8,98835,1
84.1,95.5,45.3,98.6,32.4,48385,0
79.8,88.5,49.4,98.8,35.0,40464,0
84.5,99.0,45.7,94.6,33.8,37546,0
84.7,93.9,47.7,91.2,32.3,19694,0
76.9,91.7,41.7,93.8,33.7,30143,0
89.7,85.5,43.6,87.1,34.5,23408,0
85.8,91.0,53.2,94.9,33.2,29960,0
