vehicle_age,mileage,days_since_last_service,oil_pressure,engine_temperature,tire_pressure,brake_fluid_level,brake_temperature,driving_pattern,days_until_failure,failure_probability,component_at_risk,brake_temp_deviation,oil_pressure_deviation,avg_daily_mileage,brake_risk_score,engine_risk_score,sensor_variance,mileage_category,driving_encoded
4,20791,35,47.5,87.4,33.1,77.7,95.2,highway,15,28.0,brakes,15.200000000000003,1.5,14.23066392881588,0.5108275,0.5825925714285715,0.2297473491102474,0,0
3,44725,200,25.5,89.3,30.3,92.9,82.3,highway,1,81.4,oil_system,2.299999999999997,-20.5,40.80748175182482,0.46586249999999996,0.6891857142857143,0.14623315272559015,0,0
6,20750,335,54.6,97.4,22.6,88.2,86.6,mixed,4,90.1,tires,6.599999999999994,8.600000000000001,9.470561387494294,0.43957500000000005,0.6395714285714286,0.3446752122004015,0,1
6,6996,222,51.4,91.5,30.2,90.8,74.8,city,88,6.0,none,-5.200000000000003,5.399999999999999,3.1930625285257874,0.34889000000000003,0.5508411428571428,0.2914934758717809,0,2
3,22191,262,54.4,88.5,32.5,79.0,94.1,mixed,23,35.3,brakes,14.099999999999994,8.399999999999999,20.24726277372263,0.5053775,0.5944782857142856,0.2604773226790367,0,1
3,27389,245,48.7,91.7,34.9,95.6,79.5,highway,132,11.7,none,-0.5,2.700000000000003,24.989963503649633,0.4018725000000001,0.633556,0.29231285874239077,0,0
7,47129,26,39.1,93.8,23.8,90.7,85.0,city,5,84.2,tires,5.0,-6.899999999999999,18.438575899843507,0.4903725,0.7245159999999999,0.16435595964866392,0,2
6,43788,79,35.6,88.7,34.8,99.8,84.8,highway,23,47.7,oil_system,4.799999999999997,-10.399999999999999,19.985394796896394,0.44937000000000005,0.6820091428571429,0.24406035584262487,0,0
1,17265,259,39.1,100.0,32.0,93.0,73.2,city,112,3.7,none,-6.799999999999997,-6.899999999999999,47.17213114754098,0.3604625,0.6404885714285714,0.25261582175580477,0,2
5,43985,80,35.8,86.8,34.1,90.7,80.0,highway,15,40.7,oil_system,0.0,-10.200000000000003,24.0881708652793,0.46251250000000005,0.67194,0.2591018563939749,0,0
1,13652,176,53.4,86.4,22.7,90.3,79.1,mixed,7,89.3,tires,-0.9000000000000057,7.399999999999999,37.30054644808743,0.38448000000000004,0.5483222857142858,0.3570042688833192,0,1
10,48112,144,53.2,97.7,31.7,73.6,97.7,city,28,51.8,brakes,17.700000000000003,7.200000000000003,13.17775951794029,0.60348,0.7507337142857142,0.14024156243468155,0,2
4,87289,143,43.3,96.3,30.9,97.8,78.8,highway,10,51.6,general_service,-1.2000000000000028,-2.700000000000003,59.7460643394935,0.5411225,0.8994417142857143,0.18202465111049784,2,0
2,14505,292,48.9,92.8,34.8,89.5,88.7,mixed,81,6.2,none,8.700000000000003,2.8999999999999986,19.84268125854993,0.42781250000000004,0.5883057142857142,0.22030661024927575,0,1
10,42982,292,49.1,106.3,31.1,89.5,79.0,city,3,95.0,engine,-1.0,3.1000000000000014,11.772665023281293,0.4602050000000001,0.7793565714285714,0.2574143618051424,0,2
6,41619,263,51.9,101.5,34.3,92.7,87.6,highway,27,28.6,engine,7.599999999999994,5.899999999999999,18.99543587403012,0.47999749999999997,0.7464759999999999,0.188862284968315,0,0
1,39284,89,50.0,85.5,32.2,72.6,97.5,highway,23,47.0,brakes,17.5,4.0,107.33333333333333,0.58411,0.6457074285714286,0.2648079123184008,0,0
8,32057,138,46.8,93.0,34.8,78.4,92.6,highway,17,38.7,brakes,12.599999999999994,0.7999999999999972,10.974666210201985,0.5261425,0.6596565714285714,0.1903851634346391,0,0
10,39009,239,43.6,111.2,32.8,98.4,79.8,mixed,4,92.3,engine,-0.20000000000000284,-2.3999999999999986,10.684470008216927,0.4223225,0.7914645714285713,0.280909424682198,0,1
4,47461,229,21.8,86.4,33.2,92.1,84.6,highway,4,85.2,oil_system,4.599999999999994,-24.2,32.48528405201917,0.48470250000000004,0.6835582857142858,0.2682225960804253,0,0
8,12061,275,40.4,96.5,33.6,80.2,91.0,mixed,15,33.0,brakes,11.0,-5.600000000000001,4.12906538856556,0.46345250000000004,0.5996725714285713,0.121130099252095,0,1
1,18179,362,41.5,88.4,31.3,94.6,79.4,mixed,128,1.2,none,-0.5999999999999943,-4.5,49.669398907103826,0.3819475000000001,0.5778588571428571,0.20032985311238174,0,1
8,21082,190,45.7,95.4,34.2,91.0,79.5,highway,37,3.0,none,-0.5,-0.29999999999999716,7.217391304347826,0.40220500000000003,0.6294708571428571,0.2449991202530984,0,0
8,12190,19,48.4,98.5,30.5,80.9,91.5,city,30,52.8,brakes,11.5,2.3999999999999986,4.173228346456693,0.463325,0.6116171428571429,0.10846472251098037,0,2
4,26710,4,51.3,92.6,31.4,90.6,75.9,mixed,106,11.9,none,-4.099999999999994,5.299999999999997,18.281998631074607,0.40327500000000005,0.6359828571428572,0.2857565782466116,0,1
8,74857,109,41.0,87.0,33.1,99.0,76.4,highway,15,25.3,general_service,-3.5999999999999943,-5.0,25.62718247175625,0.49624250000000003,0.7965708571428571,0.2673714749368055,1,0
4,8904,359,47.5,114.6,34.6,85.3,89.9,city,2,83.7,engine,9.900000000000006,1.5,6.094455852156058,0.43331000000000003,0.6904731428571428,0.2263803444612685,0,2
7,12689,178,47.9,96.8,30.1,97.9,75.0,city,108,19.6,none,-5.0,1.8999999999999986,4.964397496087637,0.3390725,0.6038988571428572,0.24998825420410525,0,2
6,16790,132,22.5,95.9,32.5,94.2,88.5,mixed,5,98.9,oil_system,8.5,-23.5,7.663167503423095,0.416275,0.61516,0.22678370953612662,0,1
7,36313,314,32.7,92.6,34.2,96.6,73.3,highway,12,77.9,oil_system,-6.700000000000003,-13.299999999999997,14.206964006259781,0.3958825,0.6743948571428572,0.2837157345928414,0,0
3,65160,343,32.1,89.7,30.6,96.1,77.8,city,12,71.7,oil_system,-2.200000000000003,-13.899999999999999,59.45255474452555,0.48775,0.7732114285714285,0.15321425102674716,1,2
4,35793,110,20.9,92.2,33.6,88.6,72.1,mixed,5,85.6,oil_system,-7.900000000000006,-25.1,24.498973305954827,0.41778250000000006,0.670029142857143,0.31647657350859804,0,1
7,8351,364,52.2,95.6,33.1,94.0,76.0,city,133,5.6,none,-4.0,6.200000000000003,3.2672143974960877,0.34587750000000006,0.5796897142857143,0.30100391979060415,0,2
8,68311,47,54.7,97.3,34.9,87.7,74.1,city,27,29.9,general_service,-5.900000000000006,8.700000000000003,23.38616912016433,0.5102275,0.8292439999999999,0.35736472068706265,1,2
2,46742,24,49.5,90.9,33.8,99.3,84.6,mixed,33,20.3,none,4.599999999999994,3.5,63.942544459644324,0.45770500000000003,0.7063965714285715,0.2459538991345656,0,1
2,43836,228,38.4,87.1,31.5,98.6,85.4,highway,129,5.4,none,5.400000000000006,-7.600000000000001,59.9671682626539,0.4560900000000001,0.6730582857142857,0.17023413416461392,0,0
6,27577,211,47.3,89.9,34.6,94.0,80.2,highway,51,7.9,none,0.20000000000000284,1.2999999999999972,12.586490187129165,0.41074250000000007,0.6240222857142859,0.2849353697222324,0,0
5,47845,56,38.2,86.2,34.0,89.0,71.8,city,38,23.2,none,-8.200000000000003,-7.799999999999997,26.202081051478643,0.4453125,0.6839514285714285,0.3175688009088072,0,2
8,5974,196,32.3,86.3,30.5,90.3,70.7,mixed,12,52.5,oil_system,-9.299999999999997,-13.700000000000003,2.045190003423485,0.33168500000000006,0.5170388571428571,0.22062033204631434,0,1
9,31454,45,40.2,91.6,20.2,97.7,75.8,mixed,1,88.7,tires,-4.200000000000003,-5.799999999999997,9.57212416311625,0.38988500000000004,0.6492445714285714,0.27476467361378026,0,1
9,42334,80,52.7,109.6,34.7,86.0,71.4,city,5,76.9,engine,-8.599999999999994,6.700000000000003,12.883140596469872,0.440435,0.7956217142857143,0.3959673233906469,0,2
8,77463,207,29.0,88.1,31.6,98.2,78.9,highway,12,66.2,oil_system,-1.0999999999999943,-17.0,26.519342690859293,0.5155575,0.8132805714285715,0.18666133509284807,1,0
8,37659,55,42.5,98.8,31.9,73.3,91.7,mixed,24,50.5,brakes,11.700000000000003,-3.5,12.89250256761383,0.5543975000000001,0.7152074285714285,0.05910949808683753,0,1
5,45654,42,54.1,112.5,34.6,87.8,77.8,highway,7,77.2,engine,-2.200000000000003,8.100000000000001,25.002190580503832,0.46803500000000003,0.8254731428571428,0.3474069174315467,0,0
10,48943,243,49.7,89.4,31.7,96.8,78.4,city,154,14.5,none,-1.5999999999999943,3.700000000000003,13.405368392221309,0.44715750000000004,0.706629142857143,0.27048637454541086,0,2
8,6498,184,47.5,91.7,32.7,96.2,89.8,city,144,10.3,none,9.799999999999997,1.5,2.2245806230742895,0.388745,0.549992,0.17814725663553935,0,2
2,18654,93,46.7,89.9,32.5,98.0,82.1,highway,129,20.0,none,2.0999999999999943,0.7000000000000028,25.51846785225718,0.382035,0.5883302857142858,0.22776904455666871,0,0
6,75628,45,50.1,90.8,32.1,98.9,88.1,city,19,52.1,general_service,8.099999999999994,4.100000000000001,34.51757188498402,0.5453199999999999,0.8213691428571428,0.20852850292171032,1,2
6,69538,73,30.6,92.1,31.8,95.2,83.2,highway,14,55.0,oil_system,3.200000000000003,-15.399999999999999,31.738019169329075,0.523445,0.8044377142857142,0.15154103761940674,1,0
3,32243,151,26.7,91.1,32.9,94.8,86.4,city,1,83.6,oil_system,6.400000000000006,-19.3,29.418795620437955,0.44440750000000007,0.6495434285714284,0.2034696095136134,0,2
9,14696,82,42.3,98.1,31.9,88.1,73.0,city,49,5.2,none,-7.0,-3.700000000000003,4.472306755934267,0.37039,0.6193554285714284,0.2558455082109357,0,2
6,69836,142,49.4,97.0,28.2,85.8,78.2,highway,23,52.5,tires,-1.7999999999999972,3.3999999999999986,31.8740301232314,0.5370900000000001,0.8336297142857143,0.23484850569137627,1,0
4,60622,74,33.1,96.4,30.9,89.2,76.2,highway,9,70.5,oil_system,-3.799999999999997,-12.899999999999999,41.493497604380565,0.494155,0.793345142857143,0.18073803600309962,1,0
7,39405,181,47.4,88.1,34.5,89.7,72.1,mixed,36,16.1,none,-7.900000000000006,1.3999999999999986,15.416666666666666,0.42296249999999996,0.6610485714285714,0.35696153259100144,0,1
4,48495,292,50.0,97.2,21.9,96.2,70.9,highway,2,95.5,tires,-9.099999999999994,4.0,33.19301848049281,0.4181375,0.7494085714285714,0.374639794169769,0,0
4,23906,262,50.6,91.6,28.5,92.3,78.6,mixed,23,50.2,tires,-1.4000000000000057,4.600000000000001,16.362765229295004,0.40111500000000005,0.6190525714285714,0.24975970929557212,0,1
3,19264,148,44.1,88.5,30.3,87.2,93.5,mixed,13,64.5,brakes,13.5,-1.8999999999999986,17.576642335766422,0.46696000000000004,0.5827702857142857,0.16275617955558122,0,1
2,42373,254,46.5,90.8,21.3,96.9,85.6,city,2,81.4,tires,5.599999999999994,0.5,57.965800273597814,0.4591825,0.6883491428571428,0.29535512903336414,0,2
10,39250,45,51.7,97.7,32.2,95.6,71.1,highway,57,2.4,none,-8.900000000000006,5.700000000000003,10.750479320734046,0.39792500000000003,0.7152857142857143,0.3348142891655058,0,0
10,17902,327,43.2,89.9,26.3,86.9,75.3,highway,24,45.5,tires,-4.700000000000003,-2.799999999999997,4.903314160503972,0.391805,0.5853222857142858,0.20270817408263442,0,0
5,36995,104,45.0,89.2,24.5,91.2,83.8,mixed,6,96.9,tires,3.799999999999997,-1.0,20.26013143483023,0.4584875,0.6576942857142857,0.2101824760092332,0,1
3,20414,338,26.4,99.2,34.0,99.0,71.9,mixed,6,75.7,oil_system,-8.099999999999994,-19.6,18.625912408759124,0.342135,0.6485131428571429,0.32233629421913484,0,1
9,12492,354,27.0,86.7,33.1,90.3,84.9,city,6,84.0,oil_system,4.900000000000006,-19.0,3.8015824710894703,0.40478000000000003,0.5453965714285715,0.23227168302573437,0,2
6,48481,293,47.3,103.4,33.0,96.4,89.8,highway,8,66.2,engine,9.799999999999997,1.2999999999999972,22.12733911455956,0.4930025,0.7847811428571428,0.12287296006062101,0,0
3,79893,191,41.6,88.5,31.1,87.6,70.6,city,18,52.0,general_service,-9.400000000000006,-4.399999999999999,72.89507299270073,0.5255325,0.8252862857142858,0.26928050118720714,1,2
9,67958,40,54.6,92.8,34.4,78.8,98.1,mixed,8,50.3,brakes,18.099999999999994,8.600000000000001,20.681071211199026,0.636495,0.8021177142857143,0.22044833737350633,1,1
5,24953,21,53.5,101.0,32.6,96.9,89.1,city,10,70.8,engine,9.099999999999994,7.5,13.665388828039431,0.4296325,0.6769548571428572,0.1736852234102423,0,2
6,14730,24,54.7,85.0,30.8,86.7,74.4,mixed,143,6.1,none,-5.599999999999994,8.700000000000003,6.72295755362848,0.380975,0.5446342857142857,0.36670511033263026,0,1
9,25366,145,38.1,104.5,32.8,90.8,85.8,mixed,14,56.1,engine,5.799999999999997,-7.899999999999999,7.719415702982349,0.438815,0.6986068571428571,0.16611075561736277,0,1
10,21770,71,39.8,102.2,31.7,92.9,85.5,city,28,35.5,engine,5.5,-6.200000000000003,5.962749931525609,0.421275,0.67108,0.13060961370876642,0,2
7,49172,228,43.7,97.2,34.8,96.6,88.9,mixed,33,4.7,none,8.900000000000006,-2.299999999999997,19.237871674491394,0.49043000000000003,0.7521165714285714,0.16619269339495174,0,1
6,11241,6,43.8,110.7,33.5,95.0,89.6,mixed,7,91.3,engine,9.599999999999994,-2.200000000000003,5.130534002738475,0.4040025,0.6775354285714286,0.18534604340299837,0,1
10,25288,73,42.4,92.6,30.5,98.6,73.9,highway,156,3.8,none,-6.099999999999994,-3.6000000000000014,6.926321555738154,0.36372000000000004,0.6302948571428572,0.22310323891207276,0,0
10,42963,11,46.1,91.8,22.5,88.3,84.5,highway,2,80.7,tires,4.5,0.10000000000000142,11.767460969597371,0.4863575,0.6964234285714285,0.2607189305911886,0,0
1,38253,279,43.7,99.8,31.3,98.2,73.7,highway,164,9.2,none,-6.299999999999997,-2.299999999999997,104.51639344262296,0.3967325,0.7232977142857143,0.25276331554682635,0,0
10,35921,326,44.0,93.2,33.2,93.3,89.8,highway,171,2.9,none,9.799999999999997,-2.0,9.83867433579841,0.47245250000000005,0.6762554285714286,0.15080810289976718,0,0
10,61883,229,40.6,97.4,28.8,89.5,74.2,mixed,15,48.5,tires,-5.799999999999997,-5.399999999999999,16.94960284853465,0.4882575,0.8041034285714286,0.2021860289120542,1,1
6,31069,75,47.7,93.7,33.2,68.3,101.8,city,3,84.3,brakes,21.799999999999997,1.7000000000000028,14.180282975810133,0.5958225,0.6597045714285714,0.15662124830143936,0,2
1,34356,138,48.6,93.3,33.4,64.8,76.8,highway,8,53.2,brakes,-3.200000000000003,2.6000000000000014,93.8688524590164,0.51629,0.6705668571428571,0.27888537189717616,0,0
8,27669,233,53.2,92.0,34.9,91.4,89.4,highway,154,7.1,none,9.400000000000006,7.200000000000003,9.472440944881889,0.4568725,0.6363902857142857,0.25415904776042203,0,0
9,34007,198,53.4,112.2,33.0,90.9,82.1,city,1,81.7,engine,2.0999999999999943,7.399999999999999,10.349056603773585,0.44526750000000004,0.7771708571428572,0.2905115617559092,0,2
7,35914,209,18.9,87.0,30.7,97.1,89.8,mixed,5,76.4,oil_system,9.799999999999997,-27.1,14.050860719874805,0.45913500000000007,0.6407988571428571,0.23566176250141238,0,1
4,10927,48,38.5,86.2,32.6,99.0,82.3,highway,112,20.6,none,2.299999999999997,-7.5,7.479123887748118,0.3600175,0.5362794285714285,0.21785047207672378,0,0
8,58441,83,49.1,93.4,27.8,85.3,81.1,city,21,25.8,tires,1.0999999999999943,3.1000000000000014,20.007189318726464,0.5219525,0.7674782857142857,0.21349958036126648,1,2
1,38644,30,43.9,97.7,33.3,93.9,86.3,mixed,51,3.4,none,6.299999999999997,-2.1000000000000014,105.5846994535519,0.46316,0.7128617142857143,0.1483905984866638,0,1
10,36390,219,38.7,95.4,21.2,92.2,84.3,mixed,1,76.8,tires,4.299999999999997,-7.299999999999997,9.967132292522596,0.45547499999999996,0.6907028571428572,0.24468335057967158,0,1
1,16710,215,49.6,86.9,31.6,98.7,72.8,city,167,4.0,none,-7.200000000000003,3.6000000000000014,45.65573770491803,0.337525,0.5634114285714286,0.3262834610447994,0,2
10,94753,61,52.1,97.3,30.2,98.6,73.1,highway,14,54.9,general_service,-6.900000000000006,6.100000000000001,25.952615721720075,0.5341825,0.935012,0.3055981423888557,2,0
8,11699,275,51.4,103.6,33.1,94.4,84.7,city,12,78.2,engine,4.700000000000003,5.399999999999999,4.00513522766176,0.3876474999999999,0.6387959999999999,0.20421731274625646,0,2
10,34612,236,47.2,94.6,34.5,55.7,112.5,mixed,5,89.6,brakes,32.5,1.2000000000000028,9.480142426732401,0.69158,0.6790194285714286,0.22062264462287023,0,1
6,45952,51,47.9,101.3,30.3,96.0,84.4,mixed,8,69.1,engine,4.400000000000006,1.8999999999999986,20.973071656777726,0.46648000000000006,0.7626651428571428,0.16643787708588104,0,1
5,35306,59,53.5,111.5,30.3,87.8,78.5,mixed,6,85.5,engine,-1.5,7.5,19.335158817086526,0.44496500000000005,0.7783668571428571,0.3291689726530687,0,1
8,44041,57,52.2,86.9,31.0,58.9,111.9,highway,1,85.2,brakes,31.900000000000006,6.200000000000003,15.077370763437179,0.7015525,0.6727354285714287,0.32480493072621525,0,0
8,48828,7,42.8,103.2,32.3,93.4,86.5,mixed,17,43.5,engine,6.5,-3.200000000000003,16.716193084560082,0.49117,0.7850262857142858,0.13633196577405401,0,1
7,42625,346,48.9,93.7,31.3,73.4,93.1,highway,21,28.1,brakes,13.099999999999994,2.8999999999999986,16.676447574334897,0.5720624999999999,0.7059285714285713,0.14357076534337054,0,0
7,94891,175,42.5,93.4,32.1,89.5,83.3,mixed,9,59.2,general_service,3.299999999999997,-3.5,37.12480438184664,0.6071775,0.9132782857142857,0.16002971024438947,2,1
2,41849,316,39.6,87.8,30.5,93.1,79.8,mixed,167,11.6,none,-0.20000000000000284,-6.399999999999999,57.24897400820793,0.4479725,0.6691102857142857,0.17476940618001266,0,1
5,16151,277,41.4,88.1,21.2,97.4,82.7,highway,4,76.0,tires,2.700000000000003,-4.600000000000001,8.845016429353779,0.38027750000000005,0.5680325714285714,0.2487380216745237,0,0
9,69257,166,43.6,92.8,31.3,91.0,78.6,city,29,43.8,general_service,-1.4000000000000057,-2.3999999999999986,21.076384662203285,0.5190425,0.8073137142857143,0.19673627519597314,1,2
5,52163,58,50.9,87.8,32.9,98.7,75.7,highway,17,52.7,general_service,-4.299999999999997,4.899999999999999,28.56681270536692,0.4377575,0.7103662857142857,0.3269435439219223,1,0
8,35424,319,43.1,96.5,31.8,95.6,78.6,city,162,13.1,none,-1.4000000000000057,-2.8999999999999986,12.12735364601164,0.41836000000000007,0.6931245714285714,0.1952438227076406,0,2
8,90504,265,40.0,97.7,30.3,99.0,83.9,mixed,8,59.7,general_service,3.9000000000000057,-6.0,30.983909619993153,0.5653600000000001,0.9203017142857143,0.10388124966229272,2,1
3,86682,149,45.5,86.1,33.4,99.5,87.7,mixed,14,64.5,general_service,7.700000000000003,-0.5,79.08941605839416,0.569255,0.8387279999999999,0.24867311091134287,2,1
5,53640,251,50.5,88.3,30.4,62.2,89.2,highway,12,78.3,brakes,9.200000000000003,4.5,29.37568455640745,0.6232,0.7191314285714285,0.223397237193726,1,0
1,30249,177,40.4,88.5,30.5,99.8,79.0,highway,47,21.1,none,-1.0,-5.600000000000001,82.64754098360656,0.3923225000000001,0.6267102857142857,0.18032969940901464,0,0
9,49846,217,51.9,99.6,32.6,67.5,101.7,highway,3,84.3,brakes,21.700000000000003,5.899999999999999,15.169202678027997,0.6451650000000001,0.7685268571428571,0.10233844824916921,0,0
2,42769,177,43.1,91.1,31.7,77.2,91.2,highway,30,42.8,brakes,11.200000000000003,-2.8999999999999986,58.50752393980848,0.5515225,0.6916474285714285,0.1354921053461884,0,0
7,52609,331,50.9,93.8,33.8,87.1,94.3,city,10,69.3,brakes,14.299999999999997,4.899999999999999,20.582550860719873,0.5538725,0.7464359999999999,0.18044038822229924,1,2
6,51133,146,53.8,90.1,34.8,64.6,88.8,city,8,68.1,brakes,8.799999999999997,7.799999999999997,23.337745321770882,0.6069325,0.7193891428571428,0.27896417843440807,1,2
2,66798,308,44.2,88.3,31.9,95.5,86.2,highway,26,38.6,general_service,6.200000000000003,-1.7999999999999972,91.37893296853625,0.5275449999999999,0.7717634285714285,0.1929597596813712,1,0
7,91233,56,42.3,95.6,33.0,88.5,80.3,city,8,75.7,general_service,0.29999999999999716,-3.700000000000003,35.693661971830984,0.5895325,0.9112177142857143,0.19739808936431294,2,2
4,94107,130,49.7,93.9,30.4,87.6,84.5,mixed,13,57.4,general_service,4.5,3.700000000000003,64.41273100616016,0.6166675,0.9129994285714286,0.18948435967741054,2,1
9,13324,63,54.5,92.5,34.6,86.0,83.4,highway,72,17.2,none,3.4000000000000057,8.5,4.054777845404748,0.41591000000000006,0.5818674285714286,0.2920623604888793,0,0
10,16113,301,40.1,92.3,33.5,96.9,78.9,highway,92,19.5,none,-1.0999999999999943,-5.899999999999999,4.413311421528348,0.3667325,0.5918805714285713,0.22461475327192704,0,0
8,39095,95,43.6,90.8,31.3,98.4,74.0,mixed,178,15.2,none,-6.0,-2.3999999999999986,13.384115029099624,0.3993375,0.6752371428571429,0.2462156828512167,0,1
3,47624,43,53.7,90.9,33.3,55.5,89.7,mixed,8,62.2,brakes,9.700000000000003,7.700000000000003,43.45255474452555,0.63361,0.7099245714285715,0.2457261048363422,0,1
2,18990,182,47.6,92.4,32.9,68.1,71.7,city,14,76.3,brakes,-8.299999999999997,1.6000000000000014,25.9781121751026,0.44592500000000007,0.60396,0.3148271502192094,0,2
9,10907,146,54.1,109.7,31.6,97.9,76.1,highway,4,87.5,engine,-3.9000000000000057,8.100000000000001,3.3192331101643338,0.33901749999999997,0.6704851428571429,0.3388080365243787,0,0
10,62336,231,49.3,86.9,28.2,89.4,85.2,city,22,41.9,tires,5.200000000000003,3.299999999999997,17.073678444261844,0.53374,0.7459154285714287,0.23325507626372596,1,2
4,23738,353,32.0,86.7,34.6,95.6,73.9,highway,13,71.8,oil_system,-6.099999999999994,-14.0,16.247775496235455,0.37034500000000004,0.5903805714285715,0.30885437949062117,0,0
7,41457,55,54.7,85.7,21.3,90.1,87.9,city,2,86.4,tires,7.900000000000006,8.700000000000003,16.219483568075116,0.48989250000000006,0.6555422857142857,0.3944189804516196,0,2
1,6514,138,50.5,95.6,32.4,87.3,88.0,highway,136,16.9,none,8.0,4.5,17.797814207650273,0.412735,0.5723417142857142,0.1753642144502423,0,0
5,79497,105,51.4,91.3,28.6,99.6,84.2,city,16,51.8,tires,4.200000000000003,5.399999999999999,43.536144578313255,0.5369425000000001,0.8397022857142857,0.22679192609776538,1,2
8,41252,330,50.4,92.4,31.6,77.1,96.5,city,28,44.2,brakes,16.5,4.399999999999999,14.122560766860664,0.56928,0.6930080000000001,0.1713316157332342,0,2
6,64924,291,45.1,88.2,34.2,99.0,75.0,mixed,23,35.2,general_service,-5.0,-0.8999999999999986,29.632131446827934,0.46581000000000006,0.763696,0.31443251103630915,1,1
2,61836,272,31.1,86.9,33.3,91.6,85.0,city,11,58.2,oil_system,5.0,-14.899999999999999,84.59097127222982,0.5239900000000001,0.7439154285714287,0.22097179576010917,1,2
8,15434,327,21.0,91.6,31.8,92.3,87.1,city,7,84.2,oil_system,7.099999999999994,-25.0,5.283806915439918,0.41393500000000005,0.5851645714285714,0.2219217577923189,0,2
3,15332,198,49.7,101.5,31.5,88.0,87.0,city,16,25.3,engine,7.0,3.700000000000003,13.989051094890511,0.42833,0.641328,0.1556644751615409,0,2
1,67441,339,51.3,94.5,33.3,99.2,84.8,mixed,29,30.7,general_service,4.799999999999997,5.299999999999997,184.26502732240436,0.5106025,0.809764,0.2237969381892063,1,1
3,5050,38,20.1,87.0,34.4,95.7,87.8,mixed,6,95.9,oil_system,7.799999999999997,-25.9,4.607664233576642,0.378875,0.5173428571428572,0.31363177768732015,0,1
3,65734,167,48.6,86.7,33.7,92.9,96.8,highway,12,65.8,brakes,16.799999999999997,2.6000000000000014,59.97627737226277,0.5763849999999999,0.7583645714285714,0.2548466242167729,1,0
6,33474,200,54.2,88.6,31.2,58.3,105.3,mixed,6,93.3,brakes,25.299999999999997,8.200000000000003,15.277955271565496,0.650835,0.6401817142857142,0.2754589181407463,0,1
4,39591,8,39.3,101.6,30.4,99.0,83.1,highway,9,65.2,engine,3.0999999999999943,-6.700000000000003,27.098562628336754,0.43487750000000003,0.7389354285714285,0.1380155820711265,0,0
5,61331,347,42.5,87.7,33.1,66.4,76.8,city,14,59.7,brakes,-3.200000000000003,-3.5,33.58762322015334,0.5781275,0.7464668571428571,0.2668739880571788,1,2
8,32313,356,45.5,113.4,31.3,99.6,72.7,mixed,1,98.3,engine,-7.299999999999997,-0.5,11.062307428962685,0.3729825,0.777252,0.37187188445502206,0,1
1,28630,56,53.5,96.9,32.6,92.0,79.4,city,84,15.5,none,-0.5999999999999943,7.5,78.22404371584699,0.417175,0.6682342857142858,0.27122356690704397,0,2
2,65417,9,49.6,100.0,33.9,98.3,97.0,highway,10,62.7,brakes,17.0,3.6000000000000014,89.48974008207934,0.5574925000000001,0.8330965714285714,0.09452216492062154,1,0
9,60858,106,40.9,99.2,27.5,92.4,82.1,city,16,37.8,tires,2.0999999999999943,-5.100000000000001,18.5203895313451,0.507145,0.8102891428571428,0.1422309665197566,1,2
6,81681,348,42.4,87.0,32.4,97.4,83.2,city,8,72.6,general_service,3.200000000000003,-3.6000000000000014,37.280237334550435,0.5461025,0.8238668571428571,0.21814353627541946,2,2
5,22909,321,54.7,87.7,32.2,75.2,97.6,mixed,13,72.6,brakes,17.599999999999994,8.700000000000003,12.546002190580504,0.5344725,0.5927788571428572,0.27091793332437375,0,1
1,28042,194,52.0,91.2,32.1,88.4,75.8,mixed,31,6.0,none,-4.200000000000003,6.0,76.61748633879782,0.41390499999999997,0.6333108571428572,0.30556582919880687,0,1
5,47033,34,50.8,107.2,33.0,92.5,74.0,mixed,4,92.7,engine,-6.0,4.799999999999997,25.757393209200437,0.43983249999999996,0.8007034285714287,0.33263648402124446,0,1
6,19501,262,41.5,89.7,20.2,89.8,85.2,highway,4,77.4,tires,5.200000000000003,-4.5,8.900502053856686,0.4252525,0.5905754285714285,0.27969842871578154,0,0
6,30602,211,42.2,87.5,31.8,91.4,75.7,city,55,13.2,none,-4.299999999999997,-3.799999999999997,13.967138293016887,0.40940499999999996,0.6224080000000001,0.24776515025453041,0,2
1,9675,349,44.4,97.5,22.6,87.6,78.6,city,5,82.8,tires,-1.4000000000000057,-1.6000000000000014,26.434426229508198,0.38198750000000004,0.5958428571428571,0.27236350471484666,0,2
1,93586,215,48.1,94.9,34.3,89.6,86.7,highway,11,76.0,general_service,6.700000000000003,2.1000000000000014,255.69945355191257,0.617165,0.9166297142857143,0.2011521599596774,2,0
6,13973,33,45.0,93.3,33.6,67.4,106.7,mixed,7,84.0,brakes,26.700000000000003,-1.0,6.377453217708808,0.5758325,0.5890348571428572,0.18766104614802362,0,1
6,40993,81,52.8,103.0,30.9,90.9,78.8,highway,9,53.2,engine,-1.2000000000000028,6.799999999999997,18.709721588315837,0.4495325,0.7525434285714285,0.2673322681161427,0,0
1,21295,25,43.3,93.1,34.9,56.1,111.0,highway,1,89.1,brakes,31.0,-2.700000000000003,58.18306010928962,0.6508875000000001,0.61718,0.23711369294096465,0,0
8,60791,231,35.4,96.0,31.0,95.5,79.9,mixed,18,27.2,oil_system,-0.09999999999999432,-10.600000000000001,20.811708319068813,0.4873275,0.7917354285714284,0.1432347316482288,1,1
10,40717,209,39.3,85.1,33.3,68.6,70.5,city,13,78.0,brakes,-9.5,-6.700000000000003,11.152287044645302,0.4936925,0.6491537142857142,0.32039794736411553,0,2
